DATE,SHIPMENT ID,HS CODE,INDUSTRY,PRODUCT DESCRIPTION,BUYER COUNTRY,BUYER,DESTINATION PORT,SELLER COUNTRY,SELLER,ORIGIN PORT,UNIT,QUANTITY,VALUE(USD),UNIT PRICE
03-09-2024,7991681095,84836090,Machinery and Mechanical Appliances,A10-1773-05L - ROTARY UNION M16X1.5 LH PT.18 RADIAL AS PER INVOICE,INDIA,ROTOFLUX ROTARYJOINTS INDIA PRIVATE LIMITED,CHENNAI AIR CARGO (INMAA4),ITALY,ROTOFLUX ,MILAN,NOS,50,"$5,091.69",$101.83
08-03-2025,1134506782,84836090,Machinery and Mechanical Appliances,BOB-1612-06E - ROTARY UNION B08 BORE MOUNTED/RADIAL AS PER INVOICEBOB-1612-06E - ROTARY UNION B08 BORE MOUNTED/RADIAL AS PER I,INDIA,ROTOFLUX ROTARYJOINTS INDIA PRIVATE LIMITED,CHENNAI AIR CARGO (INMAA4),ITALY,ROTOFLUX SRL,MILAN,NOS,5,"$1,893.47",$378.70
16-12-2024,6977307534,85444999,Machinery and Mechanical Appliances,MOTOR CABLE (WATANABE) CBA-200 ROTARY JOINT AND OTHER PARTS,INDIA,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,FUKUOKA,NOS,3,$24.40,$8.13
16-12-2024,6977387234,85444999,Machinery and Mechanical Appliances,INTERCONNECTION CABLE (WATANABE) CBAA-50 ROTARY JOINT AND OTHER PARTS,INDIA,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,FUKUOKA,NOS,5,$24.28,$4.86
21-12-2024,6979274668,84818090,Machinery and Mechanical Appliances,ROTARY JOINT DQLB 280 ( C/O - DE)(DTLS. AS PER INVOICE) ROTARY JOINT DQLB 280 (DTLS. AS PER INVOICE),INDIA,IVL DHUNSERI PETROCHEM INDUSTRIES PRIVAT,KOLKATA AIR CARGO (INCCU4),GERMANY,CHRISTIAN MAIER ,,NOS,1,"$13,565.96","$13,565.96"
16-12-2024,6977283851,85365090,Machinery and Mechanical Appliances,BUZZER (FUJI ELECTRIC) DR22B5-EB AC/DC 12-24V ROTARY JOINT AND OTHER PARTS,INDIA,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,FUKUOKA,NOS,5,$117.16,$23.43
15-10-2025,7676060884,84818090,Machinery and Mechanical Appliances,ROTARY JOINT DS 125R111 1124001657-MB -1124001657-ET,INDIA,BENNINGER INDIA PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),GERMANY,CHRISTIAN MAIER GMBH AND CO KG,FRANKFURT AM MAIN,PIECE,32,"$8,496.74",$265.52
15-10-2025,7675939220,84818090,Machinery and Mechanical Appliances,ROTARY JOINT DS 125L111 1124001658-MB -1124001658-ET,INDIA,BENNINGER INDIA PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),GERMANY,CHRISTIAN MAIER GMBH AND CO KG,FRANKFURT AM MAIN,PIECE,32,"$8,496.74",$265.52
23-12-2024,6979278715,84818090,Machinery and Mechanical Appliances,1124001657 - ROTARY JOINT DS 125R111 (PARTS FOR TEXTILE STENTER MACHINE) QTY 2 PCS COO. GERMANY1124001657 - ROTARY JOINT DS 125R111 (PARTS FOR TEXTILE STEN,INDIA,INSPIRON ENGINEERING PRIVATE LIMITED,AHMEDABAD (INAMD4),GERMANY,CHRISTIAN MAIER ,STUTTGART,NOS,2,$666.17,$333.09
27/6/2025,4095335655,84818090,Machinery and Mechanical Appliances,ROTARY JOINT DS 125L111 1124001658-MB-1124001658-ET ROTARY JOINT,INDIA,MENZEL ENGG.INDIA PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),GERMANY,CHRISTIAN MAIER GMBH AND CO KG,STUTTGART,NOS,6,"$1,821.17",$303.53
27/6/2025,4095289948,84818090,Machinery and Mechanical Appliances,ROTARY JOINT DS 125R111 1124001657-MB1124001657-ET ROTARY JOINT,INDIA,MENZEL ENGG.INDIAPRIVATELIMITED,BOMBAY AIR CARGO (INBOM4),GERMANY,CHRISTIAN MAIER GMBH AND CO KG,STUTTGART,NOS,6,"$1,821.17",$303.53
08-10-2025,7677081122,84481900,Machinery and Mechanical Appliances,ROTARY JOINT DS 225L511-S5039 1124005039-1124005039-MB ARTICLE NO.1124005039 - PARTS FOR TEXTILE MACHINERY.ROTARY JOINT DS 225L511-S5039 1124005039-1124005039-MB ARTIC,INDIA,JUPITER MACHINERIES,AHMEDABAD (INAMD4),GERMANY,CHRISTIAN MAIER GMBH AND CO KG,FRANKFURT AM MAIN,PIECE,1,$571.51,$571.51
05-09-2025,5313652046,84818090,Machinery and Mechanical Appliances,ROTARY JOINT DS 240R111 1124001731-MB -1124001731-ET,INDIA,BENNINGER INDIA PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),GERMANY,CHRISTIAN MAIER GMBH AND CO KG,FRANKFURT AM MAIN,PIECE,3,"$1,475.84",$491.95
9/6/2025,4096588233,84818090,Machinery and Mechanical Appliances,1124001546 ROTARY JOINT DS 265R123 (INDUSTRIAL USE) (CAPTIVECONSUMPTION)1124001546 ROTARY JOINT DS 265R123 (INDUSTRIAL USE) (CAPTIVE,INDIA,JINDAL STEEL ODISHA LIMITED,KOLKATA AIR CARGO (INCCU4),GERMANY,CHRISTIAN MAIER GMBH AND CO KG,STUTTGART,NOS,1,"$2,222.94","$2,222.94"
3/7/2025,4585405009,84818090,Machinery and Mechanical Appliances,1105535-062 ROTARY JOINT DXSR 265 K-62 MB11677 / ETL-MB11678(PART FOR PAPER MAKING MACHINE)1105535-062 ROTARY JOINT DXSR 265 K-62 MB11677 / ETL-MB11678,INDIA,SHAH PAPER MILLS LIMITED,BOMBAY AIR CARGO (INBOM4),GERMANY,CHRISTIAN MAIER GMBH AND CO KG,STUTTGART,NOS,1,"$5,073.43","$5,073.44"
16-12-2024,6977290397,85365090,Machinery and Mechanical Appliances,BARRIER RELAY EB3C-R10AN ROTARY JOINT AND OTHER PARTS,INDIA,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,FUKUOKA,NOS,2,$537.59,$268.80
16-12-2024,6977215941,84669390,Machinery and Mechanical Appliances,ROTARY JOINT- ES50-10552 ROTARY JOINT AND OTHER PARTS,INDIA,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,FUKUOKA,NOS,57,"$2,858.09",$50.14
16-12-2024,6977353900,90279090,Engineering,FLOW CHECKER FILTER ELEMENT FC-32PE ROTARY JOINT AND OTHER PARTS,INDIA,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,FUKUOKA,NOS,5,$101.37,$20.28
16-12-2024,6977181278,84212900,Machinery and Mechanical Appliances,MASUDA FILTER ELEMENT (MASUDA) FPL-06-10P ROTARY JOINT AND OTHER PARTS,INDIA,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,FUKUOKA,NOS,6,$495.34,$82.56
16-12-2024,6977290409,85365090,Machinery and Mechanical Appliances,OUTLET WITH EARTH LEAKAGE BREAKER GFR15I ROTARY JOINT AND OTHER PARTS,INDIA,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,FUKUOKA,NOS,1,$53.54,$53.54
16-12-2024,6977340675,90319000,Engineering,ACTIVE SPEAKER (ONKYO) GX-100HD(B) ROTARY JOINT AND OTHER PARTS,INDIA,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,FUKUOKA,NOS,2,$355.97,$177.99
10-12-2024,6976411997,84818090,Machinery and Mechanical Appliances,1108211 ROTARY JOINT H 125 L 1108211 ROTARY JOINT H 125 L,INDIA,KUSTERS CALICO MACHINERY PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),GERMANY,CHRISTIAN MAIER ,STUTTGART,NOS,2,$668.91,$334.46
10-12-2024,6976411996,84818090,Machinery and Mechanical Appliances,1108210 ROTARY JOINT H 125 R 1108210 ROTARY JOINT H 125 R,INDIA,KUSTERS CALICO MACHINERY PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),GERMANY,CHRISTIAN MAIER ,STUTTGART,NOS,2,$668.91,$334.46
17-08-2024,1043341583,84818090,Machinery and Mechanical Appliances,1108213-A ROTARY JOINT H 225 R,INDIA,TEXFAB ENGINEERS IPRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),CHINA,MAIER ROTARY JOINTS KUNSHANCO. LT,SHANGHAI,NOS,5,"$1,473.69",$294.74
17-08-2024,1043341582,84818090,Machinery and Mechanical Appliances,1108214-A ROTARY JOINT H 225 L,INDIA,TEXFAB ENGINEERS IPRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),CHINA,MAIER ROTARY JOINTS KUNSHANCO. LT,SHANGHAI,NOS,5,"$1,473.69",$294.74
12-09-2024,7993493043,84818090,Machinery and Mechanical Appliances,1108363-A ROTARY JOINT H 232 R,INDIA,DHARA ENGINEERING WORKS,AHMEDABAD (INAMD4),CHINA,MAIER ROTARY JOINTS KUNSHANCO. LT,SHANGHAI,NOS,5,"$1,565.21",$313.04
12-09-2024,7993509178,84818090,Machinery and Mechanical Appliances,1108354-A ROTARY JOINT H 232 L,INDIA,DHARA ENGINEERING WORKS,AHMEDABAD (INAMD4),CHINA,MAIER ROTARY JOINTS KUNSHANCO. LT,SHANGHAI,NOS,5,"$1,565.21",$313.04
29-08-2024,1046062112,84818090,Machinery and Mechanical Appliances,ROTARY JOINT H 232 R (PART NO. 1108353-A),INDIA,KCM TECHNOLOGIES PRIVATE LIMITED,SABARMATI ICD (INSBI6),CHINA,MAIER ROTARY JOINTS KUNSHANCO. LT,SHANGHAI,NOS,24,"$6,184.99",$257.71
29-08-2024,1046062113,84818090,Machinery and Mechanical Appliances,ROTARY JOINT H 232 L (PART NO. 1108354-A),INDIA,KCM TECHNOLOGIES PRIVATE LIMITED,SABARMATI ICD (INSBI6),CHINA,MAIER ROTARY JOINTS KUNSHANCO. LT,SHANGHAI,NOS,23,"$5,927.29",$257.71
27/6/2025,4095367261,84818090,Machinery and Mechanical Appliances,ROTARY JOINT H 232 L (1108354) ROTARY JOINT,INDIA,MENZEL ENGG.INDIA PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),GERMANY,CHRISTIAN MAIER GMBH AND CO KG,STUTTGART,NOS,5,"$1,368.36",$273.67
27/6/2025,4095252607,84818090,Machinery and Mechanical Appliances,ROTARY JOINT H 232 R (1108353) ROTARY JOINT,INDIA,MENZEL ENGNEERING INDIA PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),GERMANY,CHRISTIAN MAIER GMBH AND CO KG,STUTTGART,NOS,5,"$1,368.36",$273.67
03-09-2025,5314811975,84818090,Machinery and Mechanical Appliances,ROTARY JOINT H232L (QUANTITY: 6),INDIA,PRISM TEXTILE MACHINERY,AHMEDABAD (INAMD4),GERMANY,CHRISTIAN MAIER GMBH AND CO KG,STUTTGART,NOS,6,"$2,430.58",$405.10
03-09-2025,5314681884,84818090,Machinery and Mechanical Appliances,ROTARY JOINT H232R (QUANTITY: 6),INDIA,PRISM EXTILE MACHINERY,AHMEDABAD (INAMD4),GERMANY,CHRISTIAN MAIER GMBH AND CO KG,STUTTGART,NOS,6,"$2,430.58",$405.10
10-12-2024,6976411999,84818090,Machinery and Mechanical Appliances,1108217 ROTARY JOINT H 325 L 1108217 ROTARY JOINT H 325 L,INDIA,KUSTERS CALICO MACHINERY PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),GERMANY,CHRISTIAN MAIER ,STUTTGART,NOS,6,"$2,038.10",$339.68
10-12-2024,6976411998,84818090,Machinery and Mechanical Appliances,1108216 ROTARY JOINT H 325 R 1108216 ROTARY JOINT H 325 R,INDIA,KUSTERS CALICO MACHINERY PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),GERMANY,CHRISTIAN MAIER ,STUTTGART,NOS,9,"$3,057.16",$339.68
19-12-2024,6977320605,84819090,Machinery and Mechanical Appliances,ROTARY JOINT H332 R 1108356 ROTARY JOINT H332 R 1108356,INDIA,RAYMOND LUXURY COTTONS LIMITED,BOMBAY AIR CARGO (INBOM4),GERMANY,CHRISTIAN MAIER ,STUTTGART,NOS,2,"$1,617.49",$808.75
19-12-2024,6977320604,84819090,Machinery and Mechanical Appliances,ROTARY JOINT H332 L 1108357 ROTARY JOINT H332 L 1108357,INDIA,RAYMOND LUXURY COTTONSLTD,BOMBAY AIR CARGO (INBOM4),GERMANY,CHRISTIAN MAIER ,STUTTGART,NOS,3,"$2,426.24",$808.75
19-12-2024,6977320604,84819090,Machinery and Mechanical Appliances,ROTARY JOINT H332 L 1108357,INDIA,RAYMOND LUXURY COTTONS LIMITED,BOMBAY AIR CARGO (INBOM4),GERMANY,CHRISTIAN MAIER GMBH AND CO KG,STUTTGART,NOS,3,"$2,426.24",$808.75
19-12-2024,6977320605,84819090,Machinery and Mechanical Appliances,ROTARY JOINT H332 R 1108356,INDIA,RAYMOND LUXURY COTTONS LIMITED,BOMBAY AIR CARGO (INBOM4),GERMANY,CHRISTIAN MAIER GMBH AND CO KG,STUTTGART,NOS,2,"$1,617.49",$808.75
16-12-2024,6977224431,84818090,Machinery and Mechanical Appliances,REDUCING VALVE HG1-DG2-06 ROTARY JOINT AND OTHER PARTS,INDIA,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,FUKUOKA,NOS,1,$292.23,$292.23
16-12-2024,6977308965,85389000,Machinery and Mechanical Appliances,HMI MFM8-CR ROTARY JOINT AND OTHER PARTS,INDIA,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,FUKUOKA,NOS,1,"$2,719.07","$2,719.08"
23-12-2024,6977674799,84818090,Machinery and Mechanical Appliances,1108565 ROTARY JOINT HW 150 R 1108565 ROTARY JOINT HW 150 R,INDIA,LORA TRADEX PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),GERMANY,CHRISTIAN MAIER ,STUTTGART,NOS,4,"$4,104.41","$1,026.10"
23-12-2024,6977674799,84818090,Machinery and Mechanical Appliances,1108565 ROTARY JOINT HW 150 R,INDIA,LORA TRADEX PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),GERMANY,CHRISTIAN MAIER GMBH AND CO KG,STUTTGART,NOS,4,"$4,104.41","$1,026.10"
6/6/2025,4096972136,84818090,Machinery and Mechanical Appliances,ROTARY JOINT HWR 2100 K-400 MB6161 (DTLS. AS PER INVOICE),INDIA,IVL DHUNSERI PETROCHEM INDUSTRIES PRIVATE LIMITED,KOLKATA AIR CARGO (INCCU4),GERMANY,CHRISTIAN MAIER GMBH AND CO KG,STUTTGART,NOS,1,"$6,604.35","$6,604.35"
15-03-2025,4762201467,84314930,Machinery and Mechanical Appliances,402/J8091 GIUNTO ROTANTE (ROTARY JOINT) (PARTS FOR EXCAVATOR LOADER FOR CAPTIVE USE)402/J8091 GIUNTO ROTANTE (ROTARY JOINT) (PARTS FOR EXCAVAT,INDIA,J C B INDIA LIMITED,DELHI AIR CARGO (INDEL4),ITALY,ALA OFFICINE SPA,MILAN,NOS,3,"$15,788.67","$5,262.89"
15-03-2025,6302063069,84314930,Machinery and Mechanical Appliances,402/J8091 GIUNTO ROTANTE (ROTARY JOINT) (PARTS FOR EXCAVATOR LOADER FOR CAPTIVE USE)402/J8091 GIUNTO ROTANTE (ROTARY JOINT) (PARTS FOR EXCAVAT,INDIA,JCB INDIA LIMITED,DELHI AIR CARGO (INDEL4),ITALY,ALA OFFICINE SPA,MILAN,NOS,3,"$15,788.67","$5,262.89"
03-09-2024,7991650133,84836090,Machinery and Mechanical Appliances,K10-1720-03E - ROTARY UNION K10 IN THE SHAFT MOUNTING SIC/CGAS PER INVOICE,INDIA,ROTOFLUX ROTARY JOINTS INDIA PRIVATE LIMITED,CHENNAI AIR CARGO (INMAA4),ITALY,ROTOFLUX ,MILAN,NOS,2,"$1,470.93",$735.47
6/8/2025,1126434436,84799090,Machinery and Mechanical Appliances,KJC ROTARY JOINT - KR2208-20A-8A,INDIA,QUANTIC TECHNIEX PRIVATE LIMITED,SABARMATI ICD (INSBI6),SOUTH KOREA,KWANGJIN INDUSTRIAL,BUSAN(KOREA),NOS,10,$676.75,$67.68
6/8/2025,1126449473,84799090,Machinery and Mechanical Appliances,KJC ROTARY JOINT - KR2208-25A-10A,INDIA,QUANTIC TECHNIEX PRIVATE LTD,SABARMATI ICD (INSBI6),SOUTH KOREA,KWANGJIN INDUSTRIAL,BUSAN(KOREA),NOS,2,$162.01,$81.01
6/8/2025,1126466786,84799090,Machinery and Mechanical Appliances,KJC ROTARY JOINT - KR2209-20A-8A,INDIA,QUANTIC TECHNIEX PRIVATE LIMITED,SABARMATI ICD (INSBI6),SOUTH KOREA,KWANGJIN INDUSTRIAL,BUSAN(KOREA),NOS,10,$687.01,$68.70
6/8/2025,1126747507,84799090,Machinery and Mechanical Appliances,KJC ROTARY JOINT - KR2218-20A,INDIA,QUANTICECHNIEX PRIVATE LIMITED,SABARMATI ICD (INSBI6),SOUTH KOREA,KWANGJIN INDUSTRIAL,BUSAN(KOREA),NOS,10,$645.99,$64.60
6/8/2025,1126467139,84799090,Machinery and Mechanical Appliances,KJC ROTARY JOINT - KR2218-25A,INDIA,QUANTIC TECHNIEX PRIVATE LIMITED,SABARMATI ICD (INSBI6),SOUTH KOREA,KWANGJIN INDUSTRIAL,BUSAN(KOREA),NOS,5,$384.52,$76.90
6/8/2025,1126736904,84799090,Machinery and Mechanical Appliances,KJC ROTARY JOINT - KR2219-20A,INDIA,QUANTIC TECHNIEX PRIVATE LIMITED,SABARMATI ICD (INSBI6),SOUTH KOREA,KWANGJIN INDUSTRIAL,BUSAN(KOREA),NOS,10,$645.99,$64.60
6/8/2025,1126469001,84799090,Machinery and Mechanical Appliances,KJC ROTARY JOINT - KR2219-25A,INDIA,QUANTIC TECHNIEX PRIVATE LIMITED,SABARMATI ICD (INSBI6),SOUTH KOREA,KWANGJIN INDUSTRIAL,BUSAN(KOREA),NOS,5,$384.52,$76.90
23-08-2024,1046059537,84799090,Machinery and Mechanical Appliances,KJC ROTARY JOINT - KR6314-12-R,INDIA,QUANTIC TECHNIEX PRIVATE LIMITED,SABARMATI ICD (INSBI6),SOUTH KOREA,KWANGJIN,BUSAN(KOREA),NOS,7,"$1,200.00",$171.43
21-03-2025,6304892502,84799090,Machinery and Mechanical Appliances,KJC ROTARY JOINT - KR6314-20-A,INDIA,QUANTIC TECHNIEX PRIVATE LIMITED,SABARMATI ICD (INSBI6),SOUTH KOREA,KWANGJIN INDUSTRIAL,BUSAN(KOREA),NOS,5,"$1,293.84",$258.77
21-03-2025,6304892502,84799090,Machinery and Mechanical Appliances,KJC ROTARY JOINT - KR6314-20-A,INDIA,QUANTIC TECHNIEX PRIVATE LIMITED,SABARMATI ICD (INSBI6),SOUTH KOREA,KWANGJIN INDUSTRIAL,BUSAN(KOREA),NOS,5,"$1,293.84",$258.77
21-03-2025,6304892502,84799090,Machinery and Mechanical Appliances,KJC ROTARY JOINT - KR6314-20-A,INDIA,QUANTIC TECHNIEX PRIVATE LIMITED,SABARMATI ICD (INSBI6),SOUTH KOREA,KWANGJIN INDUSTRIAL,BUSAN(KOREA),NOS,5,"$1,293.84",$258.77
21-03-2025,6304892503,84799090,Machinery and Mechanical Appliances,KJC ROTARY JOINT - KR6314-20-R,INDIA,QUANTICTECHNIEX PRIVATELIMITED,SABARMATI ICD (INSBI6),SOUTH KOREA,KWANGJIN INDUSTRIAL,BUSAN(KOREA),NOS,1,$258.76,$258.77
21-03-2025,6304892503,84799090,Machinery and Mechanical Appliances,KJC ROTARY JOINT - KR6314-20-R,INDIA,QUANTIC TECHNIEX PRIVATE LIMITED,SABARMATI ICD (INSBI6),SOUTH KOREA,KWANGJIN INDUSTRIAL,BUSAN(KOREA),NOS,1,$258.76,$258.77
26/7/2025,4586076523,84799090,Machinery and Mechanical Appliances,KJC ROTARY JOINT KR6414-15-A,INDIA,QUANTIC TECHNIEX PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),SOUTH KOREA,KWANGJIN INDUSTRIAL,SEOUL,NOS,5,$771.47,$154.29
23-08-2024,1046059536,84799090,Machinery and Mechanical Appliances,KJC ROTARY JOINT - KR6414-15-A,INDIA,QUANTIC TECHNIEX PRIVATEEE LIMITED,SABARMATI ICD (INSBI6),SOUTH KOREA,KWANGJIN,BUSAN(KOREA),NOS,3,$482.93,$160.98
28-08-2024,1045893177,84559000,Machinery and Mechanical Appliances,KR6701-32A-8A KJC ROTARY JOINT/ SWIVEL JOINT,INDIA,SILADITYA GANGULY,KOLKATA AIR CARGO (INCCU4),SOUTH KOREA,KWANGJIN,BUSAN,NOS,1,$495.00,$495.00
16-12-2024,6977304931,84669390,Machinery and Mechanical Appliances,ROTARY JOINT- LX76-234 ROTARY JOINT AND OTHER PARTS,INDIA,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,FUKUOKA,NOS,20,"$2,627.29",$131.36
18-03-2025,4762770921,84669390,Machinery and Mechanical Appliances,ROTARY JOINT LX84-234-10463 ROTARY JOINT LX84-234-10463,INDIA,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,OSAKA,NOS,1,$385.94,$385.94
18-03-2025,4762497011,84879000,Machinery and Mechanical Appliances,ROTARY JOINT LX86I-244 SPARE PARTS,INDIA,RIX INDIA TRADING AND SERVICE PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,OSAKA,NOS,5,"$1,084.55",$216.91
03-09-2024,7991681096,84836090,Machinery and Mechanical Appliances,M210-1002-01R - ROTARY UNION G 1 DOUBLE PASSAGE 3/8 RADIAL AS PER INVOICE,INDIA,ROTOFLUX ROTARY JOINTS INDIA PRIVATE LIMITED,CHENNAI AIR CARGO (INMAA4),ITALY,ROTOFLUX ,MILAN,NOS,2,$554.42,$277.21
08-03-2025,1134924386,84836090,Machinery and Mechanical Appliances,M410-1000-03F - ROTARY UNION FLANGED 4 PASSAGE 3/8 AXIAL ASPER INVOICEM410-1000-03F - ROTARY UNION FLANGED 4 PASSAGE 3/8 AXIAL AS,INDIA,ROTOFLUX ROTARY JOINTS INDIA PRIVATE LIMITED,CHENNAI AIR CARGO (INMAA4),ITALY,ROTOFLUX SRL,MILAN,NOS,1,$547.15,$547.15
16-12-2024,6977232257,84818090,Machinery and Mechanical Appliances,SOLENOID VALVE (NACHI) ZR-G01-P-2666B M4340143HA6 ROTARY JOINT AND OTHER PARTS,INDIA,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,FUKUOKA,NOS,3,$857.75,$285.92
16-12-2024,6977224432,84818090,Machinery and Mechanical Appliances,VARIABLE PISTON PUMP (NACHI) PVS-1A-22W2S1-12 M4370210LH3 ROTARY JOINT AND OTHER PARTS,INDIA,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,FUKUOKA,NOS,3,"$3,079.17","$1,026.39"
16-12-2024,6977177823,84313990,Machinery and Mechanical Appliances,DRIVE WHEEL (ARAKI) M49560503 ROTARY JOINT AND OTHER PARTS,INDIA,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,FUKUOKA,NOS,1,$326.71,$326.71
16-12-2024,6977190691,84128090,Machinery and Mechanical Appliances,AIR MOTOR-TAM4-015LG020 M4T06010168 ROTARY JOINT AND OTHER PARTS,INDIA,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,FUKUOKA,NOS,1,$772.16,$772.16
06-06-2025,4093249239,84836090,Machinery and Mechanical Appliances,MD0075 00031 GIUNTO ROTANTE ROTRY UNION,INDIA,SMS INDIA PRIVATE LIMITED,DELHI AIR CARGO (INDEL4),ITALY,GIROL S.R.L.,MILAN,NOS,8,"$3,762.29",$470.29
22-10-2025,7675297427,84836090,Machinery and Mechanical Appliances,GIUNTO ROTANTE DUE VIE DA 3/4 ITEM 30 (MD0075-00016),INDIA,SMS INDIA PRIVATE LIMITED,BANGLORE AIR CARGO (INBLR4),ITALY,GIROL S.R.L.,,PIECE,55,"$7,511.29",$136.57
27-06-2025,4094380366,84836090,Machinery and Mechanical Appliances,GUNTO ROTANTE DUE VIE DA 3/4 (MD0075-00016),INDIA,SMS INDIA PRIVATE LIMITED,BANGLORE AIR CARGO (INBLR4),ITALY,GIROL S.R.L.,MILAN,PIECE,5,$670.60,$134.12
28-07-2025,4586628721,84836090,Machinery and Mechanical Appliances,GIUNTO ROTANTE (MD0075-00052) MATERIAL NO. 14318168 (DETAILS AS PER INVOICE]GIUNTO ROTANTE (MD0075-00052) MATERIAL NO. 14318168 (DETAIL,INDIA,SMS INDIA PRIVATE LIMITED,KOLKATA AIR CARGO (INCCU4),ITALY,GIROL S.R.L.,MILAN,PIECE,5,"$1,242.33",$248.47
27-06-2025,4094383426,84836090,Machinery and Mechanical Appliances,GIUNTO ROTANTE (MD0075-00075 G),INDIA,SMS INDIA PRIVATE LIMITED,BANGLORE AIR CARGO (INBLR4),ITALY,GIROL S.R.L.,MILAN,PIECE,60,"$8,047.27",$134.12
22-10-2025,7675325769,84836090,Machinery and Mechanical Appliances,ROTARY UNION DUAL FLOW (MD0100-00024),INDIA,SMS INDIA PRIVATE LIMITED,BANGLORE AIR CARGO (INBLR4),ITALY,GIROL S.R.L.,,PIECE,110,"$16,095.62",$146.32
27-06-2025,4094380485,84836090,Machinery and Mechanical Appliances,ROTATING UNION DUAL FLOW (MD0100-00024),INDIA,SMS INDIA PRIVATE LIMITED,BANGLORE AIR CARGO (INBLR4),ITALY,GIROL S.R.L.,MILAN,PIECE,50,"$7,185.06",$143.70
09-08-2025,4233651544,84836090,Machinery and Mechanical Appliances,MM0050-00011 ROTATING UNION MONOFLOW 1/2 NA,INDIA,SMS INDIA PRIVATE LIMITED,BANGLORE AIR CARGO (INBLR4),ITALY,GIROL S.R.L.,,ITEM,4,$558.68,$139.67
09-08-2025,4233546577,84836090,Machinery and Mechanical Appliances,MM0050-00011 ROTATING UNION MONOFLOW 1/2 NA,INDIA,SMS INDIA PRIVATE LIMITED,BANGLORE AIR CARGO (INBLR4),ITALY,GIROL S.R.L.,,ITEM,6,$838.02,$139.67
22-10-2025,7675303354,84836090,Machinery and Mechanical Appliances,GUNTO ROTANTE MONOVIA (MM0050-00064),INDIA,SMS INDIA PRIVATE LIMITED,BANGLORE AIR CARGO (INBLR4),ITALY,GIROL S.R.L.,,PIECE,75,"$9,511.05",$126.81
27-06-2025,4094385308,84836090,Machinery and Mechanical Appliances,GUNTO ROTANTE MONOVIA (MM0050-00064),INDIA,SMS INDIA PRIVATE LIMITED,BANGLORE AIR CARGO (INBLR4),ITALY,GIROL S.R.L.,MILAN,PIECE,50,"$6,227.06",$124.54
