DATE,SHIPMENT ID,HS CODE,INDUSTRY,PRODUCT DESCRIPTION,BUYER COUNTRY,BUYER,DESTINATION PORT,SELLER COUNTRY,SELLER,ORIGIN PORT,UNIT,QUANTITY,VALUE(USD),UNIT PRICE,Seller Group,Buyer Group,SBU,Spare / Unit / Others,Product,Model,Category,Application,Manufacturer,Relevancy
19-12-2024,6977320605,84819090,Machinery and Mechanical Appliances,ROTARY JOINT H332 R 1108356 ROTARY JOINT H332 R 1108356,INDIA,RAYMOND LUXURY COTTONS LIMITED,BOMBAY AIR CARGO (INBOM4),GERMANY,CHRISTIAN MAIER ,STUTTGART,NOS,2,"$1,617.49",$808.75,CHRISTIAN MAIER,RAYMOND LUXURY COTTONS LIMITED,D&T,Unit,Rotary Union,H332,New,Unknown,CHRISTIAN MAIER,Relevant
19-12-2024,6977320604,84819090,Machinery and Mechanical Appliances,ROTARY JOINT H332 L 1108357 ROTARY JOINT H332 L 1108357,INDIA,RAYMOND LUXURY COTTONSLTD,BOMBAY AIR CARGO (INBOM4),GERMANY,CHRISTIAN MAIER ,STUTTGART,NOS,3,"$2,426.24",$808.75,CHRISTIAN MAIER,RAYMOND LUXURY COTTONS LIMITED,D&T,Unit,Rotary Union,H332,New,Unknown,CHRISTIAN MAIER,Relevant
23-12-2024,6977674799,84818090,Machinery and Mechanical Appliances,1108565 ROTARY JOINT HW 150 R 1108565 ROTARY JOINT HW 150 R,INDIA,LORA TRADEX PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),GERMANY,CHRISTIAN MAIER ,STUTTGART,NOS,4,"$4,104.41","$1,026.10",CHRISTIAN MAIER,LORA TRADEX PRIVATE LIMITED,D&T,Unit,Rotary Union,HW150,New,Unknown,CHRISTIAN MAIER,Relevant
15-10-2025,7676060884,84818090,Machinery and Mechanical Appliances,ROTARY JOINT DS 125R111 1124001657-MB -1124001657-ET,INDIA,BENNINGER INDIA PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),GERMANY,CHRISTIAN MAIER GMBH AND CO KG,FRANKFURT AM MAIN,PIECE,32,"$8,496.74",$265.52,CHRISTIAN MAIER,BENNINGER INDIA PRIVATE LIMITED,D&T,Unit,Rotary Union,DS125,New,Unknown,CHRISTIAN MAIER,Relevant
15-10-2025,7675939220,84818090,Machinery and Mechanical Appliances,ROTARY JOINT DS 125L111 1124001658-MB -1124001658-ET,INDIA,BENNINGER INDIA PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),GERMANY,CHRISTIAN MAIER GMBH AND CO KG,FRANKFURT AM MAIN,PIECE,32,"$8,496.74",$265.52,CHRISTIAN MAIER,BENNINGER INDIA PRIVATE LIMITED,D&T,Unit,Rotary Union,DS125,New,Unknown,CHRISTIAN MAIER,Relevant
27/6/2025,4095335655,84818090,Machinery and Mechanical Appliances,ROTARY JOINT DS 125L111 1124001658-MB-1124001658-ET ROTARY JOINT,INDIA,MENZEL ENGG.INDIA PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),GERMANY,CHRISTIAN MAIER GMBH AND CO KG,STUTTGART,NOS,6,"$1,821.17",$303.53,CHRISTIAN MAIER,MENZEL ENGNEERING INDIA PRIVATE LIMITED,D&T,Unit,Rotary Union,DS125,New,Unknown,CHRISTIAN MAIER,Relevant
27/6/2025,4095289948,84818090,Machinery and Mechanical Appliances,ROTARY JOINT DS 125R111 1124001657-MB1124001657-ET ROTARY JOINT,INDIA,MENZEL ENGG.INDIAPRIVATELIMITED,BOMBAY AIR CARGO (INBOM4),GERMANY,CHRISTIAN MAIER GMBH AND CO KG,STUTTGART,NOS,6,"$1,821.17",$303.53,CHRISTIAN MAIER,MENZEL ENGNEERING INDIA PRIVATE LIMITED,D&T,Unit,Rotary Union,DS126,New,Unknown,CHRISTIAN MAIER,Relevant
08-10-2025,7677081122,84481900,Machinery and Mechanical Appliances,ROTARY JOINT DS 225L511-S5039 1124005039-1124005039-MB ARTICLE NO.1124005039 - PARTS FOR TEXTILE MACHINERY.ROTARY JOINT DS 225L511-S5039 1124005039-1124005039-MB ARTIC,INDIA,JUPITER MACHINERIES,AHMEDABAD (INAMD4),GERMANY,CHRISTIAN MAIER GMBH AND CO KG,FRANKFURT AM MAIN,PIECE,1,$571.51,$571.51,CHRISTIAN MAIER,JUPITER MACHINERIES,D&T,Unit,Rotary Union,DS225,New,Textile Machinary,CHRISTIAN MAIER,Relevant
05-09-2025,5313652046,84818090,Machinery and Mechanical Appliances,ROTARY JOINT DS 240R111 1124001731-MB -1124001731-ET,INDIA,BENNINGER INDIA PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),GERMANY,CHRISTIAN MAIER GMBH AND CO KG,FRANKFURT AM MAIN,PIECE,3,"$1,475.84",$491.95,CHRISTIAN MAIER,BENNINGER INDIA PRIVATE LIMITED,D&T,Unit,Rotary Union,DS240,New,Unknown,CHRISTIAN MAIER,Relevant
9/6/2025,4096588233,84818090,Machinery and Mechanical Appliances,1124001546 ROTARY JOINT DS 265R123 (INDUSTRIAL USE) (CAPTIVECONSUMPTION)1124001546 ROTARY JOINT DS 265R123 (INDUSTRIAL USE) (CAPTIVE,INDIA,JINDAL STEEL ODISHA LIMITED,KOLKATA AIR CARGO (INCCU4),GERMANY,CHRISTIAN MAIER GMBH AND CO KG,STUTTGART,NOS,1,"$2,222.94","$2,222.94",CHRISTIAN MAIER,JINDAL STAINLESS LIMITED,D&T,Unit,Rotary Union,DS265,New,Unknown,CHRISTIAN MAIER,Relevant
3/7/2025,4585405009,84818090,Machinery and Mechanical Appliances,1105535-062 ROTARY JOINT DXSR 265 K-62 MB11677 / ETL-MB11678(PART FOR PAPER MAKING MACHINE)1105535-062 ROTARY JOINT DXSR 265 K-62 MB11677 / ETL-MB11678,INDIA,SHAH PAPER MILLS LIMITED,BOMBAY AIR CARGO (INBOM4),GERMANY,CHRISTIAN MAIER GMBH AND CO KG,STUTTGART,NOS,1,"$5,073.43","$5,073.44",CHRISTIAN MAIER,SHAH PAPER MILLS LIMITED,D&T,Unit,Rotary Union,DXSR265,New,Paper Making Machine,CHRISTIAN MAIER,Relevant
27/6/2025,4095367261,84818090,Machinery and Mechanical Appliances,ROTARY JOINT H 232 L (1108354) ROTARY JOINT,INDIA,MENZEL ENGG.INDIA PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),GERMANY,CHRISTIAN MAIER GMBH AND CO KG,STUTTGART,NOS,5,"$1,368.36",$273.67,CHRISTIAN MAIER,MENZEL ENGNEERING INDIA PRIVATE LIMITED,D&T,Unit,Rotary Union,H232,New,Unknown,CHRISTIAN MAIER,Relevant
27/6/2025,4095252607,84818090,Machinery and Mechanical Appliances,ROTARY JOINT H 232 R (1108353) ROTARY JOINT,INDIA,MENZEL ENGNEERING INDIA PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),GERMANY,CHRISTIAN MAIER GMBH AND CO KG,STUTTGART,NOS,5,"$1,368.36",$273.67,CHRISTIAN MAIER,MENZEL ENGNEERING INDIA PRIVATE LIMITED,D&T,Unit,Rotary Union,H232,New,Unknown,CHRISTIAN MAIER,Relevant
03-09-2025,5314811975,84818090,Machinery and Mechanical Appliances,ROTARY JOINT H232L (QUANTITY: 6),INDIA,PRISM TEXTILE MACHINERY,AHMEDABAD (INAMD4),GERMANY,CHRISTIAN MAIER GMBH AND CO KG,STUTTGART,NOS,6,"$2,430.58",$405.10,CHRISTIAN MAIER,PRISM TEXTILE MACHINERY,D&T,Unit,Rotary Union,H232,New,Unknown,CHRISTIAN MAIER,Relevant
03-09-2025,5314681884,84818090,Machinery and Mechanical Appliances,ROTARY JOINT H232R (QUANTITY: 6),INDIA,PRISM EXTILE MACHINERY,AHMEDABAD (INAMD4),GERMANY,CHRISTIAN MAIER GMBH AND CO KG,STUTTGART,NOS,6,"$2,430.58",$405.10,CHRISTIAN MAIER,PRISM TEXTILE MACHINERY,D&T,Unit,Rotary Union,H232,New,Unknown,CHRISTIAN MAIER,Relevant
19-12-2024,6977320604,84819090,Machinery and Mechanical Appliances,ROTARY JOINT H332 L 1108357,INDIA,RAYMOND LUXURY COTTONS LIMITED,BOMBAY AIR CARGO (INBOM4),GERMANY,CHRISTIAN MAIER GMBH AND CO KG,STUTTGART,NOS,3,"$2,426.24",$808.75,CHRISTIAN MAIER,RAYMOND LUXURY COTTONS LIMITED,D&T,Unit,Rotary Union,H332,New,Unknown,CHRISTIAN MAIER,Relevant
19-12-2024,6977320605,84819090,Machinery and Mechanical Appliances,ROTARY JOINT H332 R 1108356,INDIA,RAYMOND LUXURY COTTONS LIMITED,BOMBAY AIR CARGO (INBOM4),GERMANY,CHRISTIAN MAIER GMBH AND CO KG,STUTTGART,NOS,2,"$1,617.49",$808.75,CHRISTIAN MAIER,RAYMOND LUXURY COTTONS LIMITED,D&T,Unit,Rotary Union,H332,New,Unknown,CHRISTIAN MAIER,Relevant
23-12-2024,6977674799,84818090,Machinery and Mechanical Appliances,1108565 ROTARY JOINT HW 150 R,INDIA,LORA TRADEX PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),GERMANY,CHRISTIAN MAIER GMBH AND CO KG,STUTTGART,NOS,4,"$4,104.41","$1,026.10",CHRISTIAN MAIER,LORA TRADEX PRIVATE LIMITED,D&T,Unit,Rotary Union,HW150,New,Unknown,CHRISTIAN MAIER,Relevant
6/6/2025,4096972136,84818090,Machinery and Mechanical Appliances,ROTARY JOINT HWR 2100 K-400 MB6161 (DTLS. AS PER INVOICE),INDIA,IVL DHUNSERI PETROCHEM INDUSTRIES PRIVATE LIMITED,KOLKATA AIR CARGO (INCCU4),GERMANY,CHRISTIAN MAIER GMBH AND CO KG,STUTTGART,NOS,1,"$6,604.35","$6,604.35",CHRISTIAN MAIER,IVL DHUNSERI PETROCHEM INDUSTRIES PRIVATE LIMITED,D&T,Unit,Rotary Union,HWR2100,New,Unknown,CHRISTIAN MAIER,Relevant
03-11-2025,4047415390,84879000,Machinery and Mechanical Appliances,PARTS OF ROTATING UNION SERVICE KIT .,INDIA,MACO CORPORATION INDIA PRIVATE LIMITED,KOLKATA AIR CARGO (INCCU4),UNITED STATES,DEUBLIN COMPANY 2050,CHICAGO,KGS,0.636,$431.21,$678.01,Deublin,Maco Corporation India Private Limited,,Spare,Rotary Union,Unknown,New,Unknown,Deublin,Relevant
03-11-2025,4047422781,84879000,Machinery and Mechanical Appliances,ROTATING UNION .,INDIA,MACO CORPORATION INDIA PRIVATE LIMITED,KOLKATA AIR CARGO (INCCU4),UNITED STATES,DEUBLIN COMPANY 2050,CHICAGO,KGS,1.2,$514.84,$429.04,Deublin,Maco Corporation India Private Limited,D&T,Unit,Rotary Union,Unknown,New,Unknown,Deublin,Relevant
03-11-2025,4047416414,84879000,Machinery and Mechanical Appliances,ROTATING UNION .,INDIA,MACO CORPORATION INDIA PRIVATE LIMITED,KOLKATA AIR CARGO (INCCU4),UNITED STATES,DEUBLIN COMPANY 2050,CHICAGO,KGS,3.75,$424.12,$113.10,Deublin,Maco Corporation India Private Limited,D&T,Unit,Rotary Union,Unknown,New,Unknown,Deublin,Relevant
03-11-2025,4047415865,84879000,Machinery and Mechanical Appliances,ROTATING UNION .,INDIA,MACO CORPORATION INDIA PRIVATE LIMITED,KOLKATA AIR CARGO (INCCU4),UNITED STATES,DEUBLIN COMPANY 2050,CHICAGO,KGS,0.408,$153.19,$375.48,Deublin,Maco Corporation India Private Limited,D&T,Unit,Rotary Union,Unknown,New,Unknown,Deublin,Relevant
03-11-2025,4047420597,84879000,Machinery and Mechanical Appliances,ROTATING UNION .,INDIA,MACO CORPORATION INDIA PRIVATE LIMITED,KOLKATA AIR CARGO (INCCU4),ITALY,DEUBLIN ITALIANA SRL,,KGS,57,"$5,359.68",$94.03,Deublin,Maco Corporation India Private Limited,D&T,Unit,Rotary Union,Unknown,New,Unknown,Deublin,Relevant
7/8/2025,1126344187,84836090,Machinery and Mechanical Appliances,(FOC) MD0075-00016 - GUINTO ROTANTE DUE VIE DA 3/4 - ROTARY UNIONMD0075-00016 - GUINTO ROTANTE DUE VIE DA,INDIA,JSW STEEL LIMITED,BANGLORE AIR CARGO (INBLR4),ITALY,GIROL S.R.L.,,NOS,55,$23.40,$0.43,GIROL,JSW STEEL LIMITED,D&T,Unit,Rotary Union,A10-1705-05L,New,Unknown,GIROL,Relevant
06-06-2025,4093249239,84836090,Machinery and Mechanical Appliances,MD0075 00031 GIUNTO ROTANTE ROTRY UNION,INDIA,SMS INDIA PRIVATE LIMITED,DELHI AIR CARGO (INDEL4),ITALY,GIROL S.R.L.,MILAN,NOS,8,"$3,762.29",$470.29,GIROL,SMS INDIA PRIVATE LIMITED,D&T,Unit,Rotary Union,MD0075 00031,New,Unknown,GIROL,Relevant
22-10-2025,7675297427,84836090,Machinery and Mechanical Appliances,GIUNTO ROTANTE DUE VIE DA 3/4 ITEM 30 (MD0075-00016),INDIA,SMS INDIA PRIVATE LIMITED,BANGLORE AIR CARGO (INBLR4),ITALY,GIROL S.R.L.,,PIECE,55,"$7,511.29",$136.57,GIROL,SMS INDIA PRIVATE LIMITED,D&T,Unit,Rotary Union,MD0075-00016,New,Unknown,GIROL,Relevant
27-06-2025,4094380366,84836090,Machinery and Mechanical Appliances,GUNTO ROTANTE DUE VIE DA 3/4 (MD0075-00016),INDIA,SMS INDIA PRIVATE LIMITED,BANGLORE AIR CARGO (INBLR4),ITALY,GIROL S.R.L.,MILAN,PIECE,5,$670.60,$134.12,GIROL,SMS INDIA PRIVATE LIMITED,D&T,Unit,Rotary Union,MD0075-00016,New,Unknown,GIROL,Relevant
28-07-2025,4586628721,84836090,Machinery and Mechanical Appliances,GIUNTO ROTANTE (MD0075-00052) MATERIAL NO. 14318168 (DETAILS AS PER INVOICE]GIUNTO ROTANTE (MD0075-00052) MATERIAL NO. 14318168 (DETAIL,INDIA,SMS INDIA PRIVATE LIMITED,KOLKATA AIR CARGO (INCCU4),ITALY,GIROL S.R.L.,MILAN,PIECE,5,"$1,242.33",$248.47,GIROL,SMS INDIA PRIVATE LIMITED,D&T,Unit,Rotary Union,MD0075-00052,New,Unknown,GIROL,Relevant
27-06-2025,4094383426,84836090,Machinery and Mechanical Appliances,GIUNTO ROTANTE (MD0075-00075 G),INDIA,SMS INDIA PRIVATE LIMITED,BANGLORE AIR CARGO (INBLR4),ITALY,GIROL S.R.L.,MILAN,PIECE,60,"$8,047.27",$134.12,GIROL,SMS INDIA PRIVATE LIMITED,D&T,Unit,Rotary Union,MD0075-00075 G,New,Unknown,GIROL,Relevant
22-10-2025,7675325769,84836090,Machinery and Mechanical Appliances,ROTARY UNION DUAL FLOW (MD0100-00024),INDIA,SMS INDIA PRIVATE LIMITED,BANGLORE AIR CARGO (INBLR4),ITALY,GIROL S.R.L.,,PIECE,110,"$16,095.62",$146.32,GIROL,SMS INDIA PRIVATE LIMITED,D&T,Unit,Rotary Union,MD0100-00024,New,Unknown,GIROL,Relevant
27-06-2025,4094380485,84836090,Machinery and Mechanical Appliances,ROTATING UNION DUAL FLOW (MD0100-00024),INDIA,SMS INDIA PRIVATE LIMITED,BANGLORE AIR CARGO (INBLR4),ITALY,GIROL S.R.L.,MILAN,PIECE,50,"$7,185.06",$143.70,GIROL,SMS INDIA PRIVATE LIMITED,D&T,Unit,Rotary Union,MD0100-00024,New,Unknown,GIROL,Relevant
09-08-2025,4233651544,84836090,Machinery and Mechanical Appliances,MM0050-00011 ROTATING UNION MONOFLOW 1/2 NA,INDIA,SMS INDIA PRIVATE LIMITED,BANGLORE AIR CARGO (INBLR4),ITALY,GIROL S.R.L.,,ITEM,4,$558.68,$139.67,GIROL,SMS INDIA PRIVATE LIMITED,D&T,Unit,Rotary Union,MM0050-00011,New,Unknown,GIROL,Relevant
09-08-2025,4233546577,84836090,Machinery and Mechanical Appliances,MM0050-00011 ROTATING UNION MONOFLOW 1/2 NA,INDIA,SMS INDIA PRIVATE LIMITED,BANGLORE AIR CARGO (INBLR4),ITALY,GIROL S.R.L.,,ITEM,6,$838.02,$139.67,GIROL,SMS INDIA PRIVATE LIMITED,D&T,Unit,Rotary Union,MM0050-00011,New,Unknown,GIROL,Relevant
22-10-2025,7675303354,84836090,Machinery and Mechanical Appliances,GUNTO ROTANTE MONOVIA (MM0050-00064),INDIA,SMS INDIA PRIVATE LIMITED,BANGLORE AIR CARGO (INBLR4),ITALY,GIROL S.R.L.,,PIECE,75,"$9,511.05",$126.81,GIROL,SMS INDIA PRIVATE LIMITED,D&T,Unit,Rotary Union,MM0050-00064,New,Unknown,GIROL,Relevant
27-06-2025,4094385308,84836090,Machinery and Mechanical Appliances,GUNTO ROTANTE MONOVIA (MM0050-00064),INDIA,SMS INDIA PRIVATE LIMITED,BANGLORE AIR CARGO (INBLR4),ITALY,GIROL S.R.L.,MILAN,PIECE,50,"$6,227.06",$124.54,GIROL,SMS INDIA PRIVATE LIMITED,D&T,Unit,Rotary Union,MM0050-00064,New,Unknown,GIROL,Relevant
05-09-2025,5313644927,84836090,Machinery and Mechanical Appliances,GIUNTO ROTANTE (URD252-00150) MATERIAL NO. 15538457 (DETAILS AS PER INVOICE)GIUNTO ROTANTE,INDIA,SMS INDIA PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),ITALY,GIROL S.R.L.,,PIECE,2,"$1,835.67",$917.84,GIROL,SMS INDIA PRIVATE LIMITED,D&T,Unit,Rotary Union,URD252-00150,New,Unknown,GIROL,Relevant
05-09-2025,5313580505,84836090,Machinery and Mechanical Appliances,GIUNTO ROTANTE (URD252-00150) MATERIAL NO. 15538457 (DETAILS AS PER INVOICE)GIUNTO ROTANTE,INDIA,SMS INDIA PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),ITALY,GIROL S.R.L.,,PIECE,2,"$1,835.67",$917.84,GIROL,SMS INDIA PRIVATE LIMITED,D&T,Unit,Rotary Union,URD252-00150,New,Unknown,GIROL,Relevant
2/8/2025,1125578268,84836090,Machinery and Mechanical Appliances,ROTARY UNION\ CODE-Y-D075A030X4\ ITEM - 10/20/30/40/50/60 (FOR CAPTIVE CONSUMPTION)ROTARY UNION\ CODE-Y-D075A030X4\ ITEM - 10/20/30/40/50/60 (F,INDIA,SMS INDIA PRIVATE LIMITED,DELHI AIR CARGO (INDEL4),ITALY,GIROL S.R.L.,,NOS,28,"$7,618.87",$272.10,GIROL,SMS INDIA PRIVATE LIMITED,D&T,Unit,Rotary Union,YD075A030X4,New,Unknown,GIROL,Relevant
07-11-2025,4046952060,84836090,Machinery and Mechanical Appliances,GIUNTO ROTANTE MATERIAL NO 10551123,INDIA,SMS INDIA PRIVATE LIMITED,CHENNAI AIR CARGO (INMAA4),ITALY,GIROL S.R.L.,,PIECE,3,"$1,329.50",$443.17,GIROL,SMS INDIA PRIVATE LIMITED,D&T,Unit,Rotary Union,Unknown,New,Unknown,GIROL,Relevant
07-11-2025,4046918814,84836090,Machinery and Mechanical Appliances,GIUNTO ROTANTE MATERIAL NO 10551123,INDIA,SMS INDIA PRIVATE LIMITED,CHENNAI AIR CARGO (INMAA4),ITALY,GIROL S.R.L.,,PIECE,11,"$4,874.83",$443.17,GIROL,SMS INDIA PRIVATE LIMITED,D&T,Unit,Rotary Union,Unknown,New,Unknown,GIROL,Relevant
03-11-2025,4047413634,84879000,Machinery and Mechanical Appliances,ROTATING UNION .,INDIA,MACO CORPORATION INDIA PRIVATE LIMITED,KOLKATA AIR CARGO (INCCU4),CHINA,HOERBIGER PRECISION ROTARY,BEIJING,KGS,2.67,$300.22,$112.19,Deublin,Maco Corporation India Private Limited,D&T,Unit,Rotary Union,Unknown,New,Unknown,Deublin,Relevant
08-11-2025,4047345693,40169330,Rubber,PRESS MACHINE PARTS - SEAL KIT FOR OIL ROTARY UNION - DDL-125 SR. HDDL0125042ZGPRESS MACHINE PARTS - SEAL KIT FOR OIL ROTARY UNION - DDL-12,INDIA,SAKAR ENGINEERS,BOMBAY AIR CARGO (INBOM4),CHINA,HOWFIT SCIENCE AND TECHNOLOGY,CHENGDU,NOS,1,$59.69,$59.70,HOWFIT SCIENCE AND TECHNOLOGY,SAKAR ENGINEERS,,Spare,Rotary Union,Unknown,New,Press Machine ,Unknown,Relevant
06-09-2024,7991630016,84799090,Machinery and Mechanical Appliances,KJC ROTARY JOINT - 2-1KR6414-15-A,INDIA,QUANTIC TECHN.IEX PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),SOUTH KOREA,KWANGJIN,SEOUL,NOS,15,"$2,431.21",$162.08,KJC,QUANTIC TECHNIEX PRIVATE LIMITED,D&T,Unit,Rotary Union,2-1KR6414-15-A,New,Unknown,KJC,Relevant
06-09-2024,7991656659,84799090,Machinery and Mechanical Appliances,KJC ROTARY JOINT - 2-2KR6314-12-R,INDIA,QUANTIC TECHNIEX PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),SOUTH KOREA,KWANGJIN,SEOUL,NOS,10,"$1,726.05",$172.61,KJC,QUANTIC TECHNIEX PRIVATE LIMITED,D&T,Unit,Rotary Union,2-2KR6314-12-R,New,Unknown,KJC,Relevant
06-09-2024,7991629347,84799090,Machinery and Mechanical Appliances,KJC ROTARY JOINT - 2-2OR6364-30-04,INDIA,QUANTIC TECHNIEX PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),SOUTH KOREA,KWANGJIN,SEOUL,NOS,2,$673.58,$336.79,KJC,QUANTIC TECHNIEX PRIVATE LIMITED,D&T,Unit,Rotary Union,2-2OR6364-30-04,New,Unknown,KJC,Relevant
23-08-2024,1046059537,84799090,Machinery and Mechanical Appliances,KJC ROTARY JOINT - KR6314-12-R,INDIA,QUANTIC TECHNIEX PRIVATE LIMITED,SABARMATI ICD (INSBI6),SOUTH KOREA,KWANGJIN,BUSAN(KOREA),NOS,7,"$1,200.00",$171.43,KJC,QUANTIC TECHNIEX PRIVATE LIMITED,D&T,Unit,Rotary Union,KR6314-12-R,New,Unknown,KJC,Relevant
23-08-2024,1046059536,84799090,Machinery and Mechanical Appliances,KJC ROTARY JOINT - KR6414-15-A,INDIA,QUANTIC TECHNIEX PRIVATEEE LIMITED,SABARMATI ICD (INSBI6),SOUTH KOREA,KWANGJIN,BUSAN(KOREA),NOS,3,$482.93,$160.98,KJC,QUANTIC TECHNIEX PRIVATE LIMITED,D&T,Unit,Rotary Union,KR6414-15-A,New,Unknown,KJC,Relevant
28-08-2024,1045893177,84559000,Machinery and Mechanical Appliances,KR6701-32A-8A KJC ROTARY JOINT/ SWIVEL JOINT,INDIA,SILADITYA GANGULY,KOLKATA AIR CARGO (INCCU4),SOUTH KOREA,KWANGJIN,BUSAN,NOS,1,$495.00,$495.00,KJC,SILADITYA GANGULY,D&T,Unit,Rotary Union,KR6701-32A-8A,New,Unknown,KJC,Relevant
23-08-2024,1046059539,84799090,Machinery and Mechanical Appliances,KJC ROTARY JOINT - OR2218-25A-03,INDIA,QUANTIC TECHNIEX PRIVATE LIMITED,SABARMATI ICD (INSBI6),SOUTH KOREA,KWANGJIN,BUSAN(KOREA),NOS,10,$763.07,$76.31,KJC,QUANTIC TECHNIEX PRIVATE LIMITED,D&T,Unit,Rotary Union,OR2218-25A-03,New,Unknown,KJC,Relevant
23-08-2024,1046059538,84799090,Machinery and Mechanical Appliances,KJC ROTARY JOINT - OR2218-50A-02,INDIA,QUANTIC TECHNIEX PRIVATE LIMITED,SABARMATI ICD (INSBI6),SOUTH KOREA,KWANGJIN,BUSAN(KOREA),NOS,12,"$2,320.57",$193.38,KJC,QUANTIC TECHNIEX PRIVATE LIMITED,D&T,Unit,Rotary Union,OR2218-50A-02,New,Unknown,KJC,Relevant
23-08-2024,1046059540,84799090,Machinery and Mechanical Appliances,KJC ROTARY JOINT - OR2219-50A-02,INDIA,QUANTIC TECHNIEX PRIVATE LIMITED,SABARMATI ICD (INSBI6),SOUTH KOREA,KWANGJIN,BUSAN(KOREA),NOS,12,"$2,320.57",$193.38,KJC,QUANTIC TECHNIEX PRIVATE LIMITED,D&T,Unit,Rotary Union,OR2219-50A-02,New,Unknown,KJC,Relevant
28-08-2024,1045893175,84559000,Machinery and Mechanical Appliances,OR2228-2-1-2-O32 KJC ROTARY JOINT/ SWIVEL JOINT,INDIA,SILADITYA GANGULY,KOLKATA AIR CARGO (INCCU4),SOUTH KOREA,KWANGJIN,BUSAN,NOS,2,$756.80,$378.40,KJC,SILADITYA GANGULY,D&T,Unit,Rotary Union,OR2228-2-1-2-O32,New,Unknown,KJC,Relevant
11-12-2024,6978840825,84559000,Machinery and Mechanical Appliances,OR7205-20A-019-03(NON-DRIVE)KJC ROTARY JOINT/SWIVEL JOINT) KJC ROTARY JOINT/ SWIVEL JOINT,INDIA,SILADITYA GANGULY,KOLKATA AIR CARGO (INCCU4),SOUTH KOREA,KWANGJIN,,NOS,26,"$7,227.39",$277.98,KJC,SILADITYA GANGULY,D&T,Unit,Rotary Union,OR7205-20A-019-03,New,Unknown,KJC,Relevant
11-12-2024,6978734869,84559000,Machinery and Mechanical Appliances,OR7205-20A-019-04(DRIVE)KJC ROTARY JOINT/SWIVEL JOINT) KJC ROTARY JOINT/ SWIVEL JOINT,INDIA,SILADITYA GANGULY,KOLKATA AIR CARGO (INCCU4),SOUTH KOREA,KWANGJIN,,NOS,3,$898.07,$299.36,KJC,SILADITYA GANGULY,D&T,Unit,Rotary Union,OR7205-20A-019-04,New,Unknown,KJC,Relevant
28-08-2024,1045893176,84559000,Machinery and Mechanical Appliances,OR7208-25A-O28.5-07 KJC ROTARY JOINT/ SWIVEL JOINT,INDIA,SILADITYA GANGULY,KOLKATA AIR CARGO (INCCU4),SOUTH KOREA,KWANGJIN,BUSAN,NOS,10,"$2,450.00",$245.00,KJC,SILADITYA GANGULY,D&T,Unit,Rotary Union,OR7208-25A-O28.5-07,New,Unknown,KJC,Relevant
28-08-2024,1045893174,84559000,Machinery and Mechanical Appliances,ORS6411-10A-05 KJC ROTARY JOINT/ SWIVEL JOINT,INDIA,SILADITYA GANGULY,KOLKATA AIR CARGO (INCCU4),SOUTH KOREA,KWANGJIN,BUSAN,NOS,2,$706.00,$353.00,KJC,SILADITYA GANGULY,D&T,Unit,Rotary Union,ORS6411-10A-05,New,Unknown,KJC,Relevant
2/8/2025,1126114202,84849000,Machinery and Mechanical Appliances,SEAL(OR7208-15A-DIA13)FOR KJC ROTARY JOINT,INDIA,SILADITYA GANGULY,KOLKATA AIR CARGO (INCCU4),SOUTH KOREA,KWANGJIN INDUSTRIAL,BUSAN,NOS,4,$28.80,$7.20,KJC,SILADITYA GANGULY,D&T,Spare,Rotary Union,(OR7208-15A-DIA13,New,Unknown,KJC,Relevant
26/7/2025,4586071851,84799090,Machinery and Mechanical Appliances,KJC ROTARY JOINT KR6314-12-R,INDIA,QUANTIC TECHNIEX PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),SOUTH KOREA,KWANGJIN INDUSTRIAL,SEOUL,NOS,21,"$3,415.31",$162.63,KJC,QUANTIC TECHNIEX PRIVATE LIMITED,D&T,Unit,Rotary Union, KR6314-12-R,New,Unknown,KJC,Relevant
6/8/2025,1126434436,84799090,Machinery and Mechanical Appliances,KJC ROTARY JOINT - KR2208-20A-8A,INDIA,QUANTIC TECHNIEX PRIVATE LIMITED,SABARMATI ICD (INSBI6),SOUTH KOREA,KWANGJIN INDUSTRIAL,BUSAN(KOREA),NOS,10,$676.75,$67.68,KJC,QUANTIC TECHNIEX PRIVATE LIMITED,D&T,Unit,Rotary Union,KR2208-20A-8A,New,Unknown,KJC,Relevant
