DATE,SHIPMENT ID,HS CODE,INDUSTRY,PRODUCT DESCRIPTION,BUYER COUNTRY,BUYER,DESTINATION PORT,SELLER COUNTRY,SELLER,ORIGIN PORT,UNIT,QUANTITY,VALUE(USD),UNIT PRICE,Seller Group,Buyer Group,SBU,Spare / Unit / Others,Product,Model,Category,Application,Manufacturer,Relevancy
16-12-2024,6977132634,40169390,Rubber,SEAL PACKING SET -FF-SE-1TC180BB300ABC-N TC-E1058855-E ROTARY JOINT AND OTHER PARTS,INDIA,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,FUKUOKA,NOS,2,$353.54,$176.77,RIX CORP,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,D&T,Spare,Rotary Union,TC-E1058855-E,New,Unknown,RIX CORP,Relevant
16-12-2024,6977132353,40169390,Rubber,SEAL PACKING SET - FF-SE-1TC80BB810ABD-N TC-E1058861-E ROTARY JOINT AND OTHER PARTS,INDIA,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,FUKUOKA,NOS,1,$91.05,$91.06,RIX CORP,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,D&T,Spare,Rotary Union,TC-E1058861-E,New,Unknown,RIX CORP,Relevant
16-12-2024,6977119654,40169390,Rubber,SEAL PACKING SET - FF-SE-1TC100BB2040ABD-YGN TC-E1061825-E ROTARY JOINT AND OTHER PARTS,INDIA,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,FUKUOKA,NOS,2,$239.17,$119.59,RIX CORP,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,D&T,Spare,Rotary Union,TC-E1061825-E,New,Unknown,RIX CORP,Relevant
16-12-2024,6977084912,27101990,Mineral Products,MOLYSPEED GREASE NO.1 (16KG CAN) 33141-TFE010 ROTARY JOINT AND OTHER PARTS,INDIA,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,FUKUOKA,NOS,2,$495.59,$247.80,RIX CORP,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,D&T,Unit,Rotary Union,33141-TFE010,New,Unknown,RIX CORP,Relevant
16-12-2024,6977160053,82031000,Metals,CORE ID TRIMMING TOOL (TRUSCO) 432-8981 ROTARY JOINT AND OTHER PARTS,INDIA,RIX INDIA TRADING & SERVICE PRIVATE LIMI,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,FUKUOKA,NOS,10,$42.49,$4.25,RIX CORP,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,D&T,Unit,Rotary Union,432-8981,New,Unknown,RIX CORP,Relevant
16-12-2024,6977235236,84833000,Machinery and Mechanical Appliances,BALL BEARING;6007ZZCM/5K;NTN CORPORATION 6007ZZ ROTARY JOINT AND OTHER PARTS,INDIA,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,FUKUOKA,NOS,3,$9.10,$3.04,RIX CORP,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,D&T,Unit,Rotary Union,6007ZZ,New,Unknown,RIX CORP,Relevant
16-12-2024,6977225012,84833000,Machinery and Mechanical Appliances,DEEP GROOVE BALL BEARING;6007ZZ;NTN CORP 6007ZZ ROTARY JOINT AND OTHER PARTS,INDIA,RIX INDIA TRADING & SERVICE PVT LTD,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,FUKUOKA,NOS,8,$24.28,$3.04,RIX CORP,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,D&T,Unit,Rotary Union,6007ZZ,New,Unknown,RIX CORP,Relevant
16-12-2024,6977307534,85444999,Machinery and Mechanical Appliances,MOTOR CABLE (WATANABE) CBA-200 ROTARY JOINT AND OTHER PARTS,INDIA,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,FUKUOKA,NOS,3,$24.40,$8.13,RIX CORP,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,D&T,Unit,Rotary Union,CBA-200,New,Unknown,RIX CORP,Relevant
16-12-2024,6977387234,85444999,Machinery and Mechanical Appliances,INTERCONNECTION CABLE (WATANABE) CBAA-50 ROTARY JOINT AND OTHER PARTS,INDIA,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,FUKUOKA,NOS,5,$24.28,$4.86,RIX CORP,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,D&T,Unit,Rotary Union,CBAA-50,New,Unknown,RIX CORP,Relevant
16-12-2024,6977283851,85365090,Machinery and Mechanical Appliances,BUZZER (FUJI ELECTRIC) DR22B5-EB AC/DC 12-24V ROTARY JOINT AND OTHER PARTS,INDIA,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,FUKUOKA,NOS,5,$117.16,$23.43,RIX CORP,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,D&T,Unit,Rotary Union,DR22B5-EB,New,Unknown,RIX CORP,Relevant
16-12-2024,6977290397,85365090,Machinery and Mechanical Appliances,BARRIER RELAY EB3C-R10AN ROTARY JOINT AND OTHER PARTS,INDIA,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,FUKUOKA,NOS,2,$537.59,$268.80,RIX CORP,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,D&T,Unit,Rotary Union,EB3C-R10AN,New,Unknown,RIX CORP,Relevant
16-12-2024,6977215941,84669390,Machinery and Mechanical Appliances,ROTARY JOINT- ES50-10552 ROTARY JOINT AND OTHER PARTS,INDIA,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,FUKUOKA,NOS,57,"$2,858.09",$50.14,RIX CORP,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,D&T,Unit,Rotary Union,ES50-10552,New,Unknown,RIX CORP,Relevant
16-12-2024,6977353900,90279090,Engineering,FLOW CHECKER FILTER ELEMENT FC-32PE ROTARY JOINT AND OTHER PARTS,INDIA,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,FUKUOKA,NOS,5,$101.37,$20.28,RIX CORP,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,D&T,Unit,Rotary Union,FC-32PE,New,Unknown,RIX CORP,Relevant
16-12-2024,6977181278,84212900,Machinery and Mechanical Appliances,MASUDA FILTER ELEMENT (MASUDA) FPL-06-10P ROTARY JOINT AND OTHER PARTS,INDIA,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,FUKUOKA,NOS,6,$495.34,$82.56,RIX CORP,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,D&T,Unit,Rotary Union,FPL-06-10P,New,Unknown,RIX CORP,Relevant
16-12-2024,6977290409,85365090,Machinery and Mechanical Appliances,OUTLET WITH EARTH LEAKAGE BREAKER GFR15I ROTARY JOINT AND OTHER PARTS,INDIA,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,FUKUOKA,NOS,1,$53.54,$53.54,RIX CORP,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,D&T,Unit,Rotary Union,GFR15I,New,Unknown,RIX CORP,Relevant
16-12-2024,6977340675,90319000,Engineering,ACTIVE SPEAKER (ONKYO) GX-100HD(B) ROTARY JOINT AND OTHER PARTS,INDIA,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,FUKUOKA,NOS,2,$355.97,$177.99,RIX CORP,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,D&T,Unit,Rotary Union,GX-100HD(B),New,Unknown,RIX CORP,Relevant
16-12-2024,6977224431,84818090,Machinery and Mechanical Appliances,REDUCING VALVE HG1-DG2-06 ROTARY JOINT AND OTHER PARTS,INDIA,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,FUKUOKA,NOS,1,$292.23,$292.23,RIX CORP,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,D&T,Unit,Rotary Union,HG1-DG2-06,New,Unknown,RIX CORP,Relevant
16-12-2024,6977308965,85389000,Machinery and Mechanical Appliances,HMI MFM8-CR ROTARY JOINT AND OTHER PARTS,INDIA,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,FUKUOKA,NOS,1,"$2,719.07","$2,719.08",RIX CORP,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,D&T,Unit,Rotary Union,HMIMFM8-CR,New,Unknown,RIX CORP,Relevant
16-12-2024,6977304931,84669390,Machinery and Mechanical Appliances,ROTARY JOINT- LX76-234 ROTARY JOINT AND OTHER PARTS,INDIA,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,FUKUOKA,NOS,20,"$2,627.29",$131.36,RIX CORP,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,D&T,Unit,Rotary Union,LX76-234,New,Unknown,RIX CORP,Relevant
18-03-2025,4762770921,84669390,Machinery and Mechanical Appliances,ROTARY JOINT LX84-234-10463 ROTARY JOINT LX84-234-10463,INDIA,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,OSAKA,NOS,1,$385.94,$385.94,RIX CORP,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,D&T,Unit,Rotary Union,LX84-234-10463,New,Unknown,RIX CORP,Relevant
18-03-2025,4762497011,84879000,Machinery and Mechanical Appliances,ROTARY JOINT LX86I-244 SPARE PARTS,INDIA,RIX INDIA TRADING AND SERVICE PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,OSAKA,NOS,5,"$1,084.55",$216.91,RIX CORP,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,D&T,Unit,Rotary Union,LX86I-244,New,Unknown,RIX CORP,Relevant
16-12-2024,6977232257,84818090,Machinery and Mechanical Appliances,SOLENOID VALVE (NACHI) ZR-G01-P-2666B M4340143HA6 ROTARY JOINT AND OTHER PARTS,INDIA,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,FUKUOKA,NOS,3,$857.75,$285.92,RIX CORP,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,D&T,Unit,Rotary Union,M4340143HA6,New,Unknown,RIX CORP,Relevant
16-12-2024,6977224432,84818090,Machinery and Mechanical Appliances,VARIABLE PISTON PUMP (NACHI) PVS-1A-22W2S1-12 M4370210LH3 ROTARY JOINT AND OTHER PARTS,INDIA,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,FUKUOKA,NOS,3,"$3,079.17","$1,026.39",RIX CORP,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,D&T,Unit,Rotary Union,M4370210LH3,New,Unknown,RIX CORP,Relevant
16-12-2024,6977177823,84313990,Machinery and Mechanical Appliances,DRIVE WHEEL (ARAKI) M49560503 ROTARY JOINT AND OTHER PARTS,INDIA,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,FUKUOKA,NOS,1,$326.71,$326.71,RIX CORP,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,D&T,Unit,Rotary Union,M49560503,New,Unknown,RIX CORP,Relevant
16-12-2024,6977190691,84128090,Machinery and Mechanical Appliances,AIR MOTOR-TAM4-015LG020 M4T06010168 ROTARY JOINT AND OTHER PARTS,INDIA,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,FUKUOKA,NOS,1,$772.16,$772.16,RIX CORP,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,D&T,Unit,Rotary Union,M4T06010168,New,Unknown,RIX CORP,Relevant
4/8/2025,1125968110,84669390,Machinery and Mechanical Appliances,ROTARY JOINT NBD3Q-JPF(C) SPARE PARTS,INDIA,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,FUKUOKA,NOS,1,"$2,009.06","$2,009.07",RIX CORP,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,D&T,Unit,Rotary Union,NBD3Q,New,Unknown,RIX CORP,Relevant
16-12-2024,6977062606,35069999,Prepared Foodstuff,LOCTITE GASKET LIQUID (HENKEL) SI5460T18 34119-TGB010 ROTARY JOINT AND OTHER PARTS,INDIA,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,FUKUOKA,NOS,4,"$1,554.03",$388.51,RIX CORP,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,D&T,Unit,Rotary Union,TGB010,New,Unknown,RIX CORP,Relevant
16-12-2024,6977165311,82031000,Metals,ID TRIMMING TOOL (TRUSCO) THA200-03 ROTARY JOINT AND OTHER PARTS,INDIA,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,FUKUOKA,NOS,5,$60.70,$12.14,RIX CORP,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,D&T,Unit,Rotary Union,THA200-03,New,Unknown,RIX CORP,Relevant
16-12-2024,6977224648,84818090,Machinery and Mechanical Appliances,PISTON VALVE - TPC2312-20JNX (3 WAY PISTON VALVE) ROTARY JOINT AND OTHER PARTS,INDIA,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,FUKUOKA,NOS,10,"$1,534.61",$153.46,RIX CORP,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,D&T,Unit,Rotary Union,TPC2312-20JNX,New,Unknown,RIX CORP,Relevant
16-12-2024,6977226165,84833000,Machinery and Mechanical Appliances,SURFACE FLANGED CARTRIDGE UNIT UCFS312D1 ROTARY JOINT AND OTHER PARTS,INDIA,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,FUKUOKA,NOS,2,$168.03,$84.02,RIX CORP,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,D&T,Unit,Rotary Union,UCFS312D1,New,Unknown,RIX CORP,Relevant
16-12-2024,6977327345,85444999,Machinery and Mechanical Appliances,USB-CAN VN1610 ROTARY JOINT AND OTHER PARTS,INDIA,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,FUKUOKA,NOS,1,$691.42,$691.42,RIX CORP,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,D&T,Unit,Rotary Union,VN1610,New,Unknown,RIX CORP,Relevant
16-12-2024,6977147951,68053000,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",3M ULTRAFINE PAPER (BLUE) 5084ASD #8001000 ROTARY JOINT AND OTHER PARTS,INDIA,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,FUKUOKA,NOS,200,$194.25,$0.97,RIX CORP,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,D&T,Unit,Rotary Union,Unknown,New,Unknown,RIX CORP,Relevant
16-12-2024,6977283852,85365090,Machinery and Mechanical Appliances,CONNECTORS (HARTING K.K.) 09 14 012 3101 ROTARY JOINT AND OTHER PARTS,INDIA,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,FUKUOKA,NOS,2,$4.85,$2.43,RIX CORP,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,D&T,Unit,Rotary Union,Unknown,New,Unknown,RIX CORP,Relevant
16-12-2024,6977290398,85365090,Machinery and Mechanical Appliances,CHECK BOX 6722 ROTARY JOINT AND OTHER PARTS,INDIA,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,FUKUOKA,NOS,1,$917.73,$917.73,RIX CORP,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,D&T,Unit,Rotary Union,Unknown,New,Unknown,RIX CORP,Relevant
16-12-2024,6977274589,85365090,Machinery and Mechanical Appliances,CHECK BOX 6701 ROTARY JOINT AND OTHER PARTS,INDIA,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,FUKUOKA,NOS,1,"$1,206.56","$1,206.56",RIX CORP,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,D&T,Unit,Rotary Union,Unknown,New,Unknown,RIX CORP,Relevant
16-12-2024,6977359409,85365090,Machinery and Mechanical Appliances,CHECK BOX 6803 ROTARY JOINT AND OTHER PARTS,INDIA,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,BOMBAY AIR CARGO (INBOM4),JAPAN,RIX CORP,FUKUOKA,NOS,1,"$1,690.98","$1,690.99",RIX CORP,RIX INDIA TRADING & SERVICE PRIVATE LIMITED,D&T,Unit,Rotary Union,Unknown,New,Unknown,RIX CORP,Relevant
03-09-2024,7991703530,84836090,Machinery and Mechanical Appliances,A08-1501-05L - ROTARY UNION M16X1.5 LH PT.18 RADIAL AS PER INVOICE,INDIA,ROTOFLUX ROTARY JOINTS INDIA PRIVATE LIMITED,CHENNAI AIR CARGO (INMAA4),ITALY,ROTOFLUX ,MILAN,NOS,30,"$4,989.85",$166.33,ROTOFLUX ,ROTOFLUX ROTARY JOINTS INDIA PRIVATE LIMITED,D&T,Unit,Rotary Union,A08-1501-05L,New,Unknown,ROTOFLUX,Relevant
03-09-2024,7991691559,84836090,Machinery and Mechanical Appliances,A08-1520-05L - ROTARY UNION M16X1.5 LH PT.18 RADIAL AS PER INVOICE,INDIA,ROTOFLUX ROTARY JOINTS INDIA PRIVATE LIMITED,CHENNAI AIR CARGO (INMAA4),ITALY,ROTOFLUX ,MILAN,NOS,30,"$5,804.52",$193.48,ROTOFLUX ,ROTOFLUX ROTARY JOINTS INDIA PRIVATE LIMITED,D&T,Unit,Rotary Union,A08-1520-05L,New,Unknown,ROTOFLUX,Relevant
03-09-2024,7991651531,84836090,Machinery and Mechanical Appliances,A10-1771-05L - ROTARY UNION M16X1.5 LH PT.18 RADIAL AS PER INVOICE,INDIA,ROTOFLUX ROTARY JOINTS INDIA PRIVATE LIMITED,CHENNAI AIR CARGO (INMAA4),ITALY,ROTOFLUX ,MILAN,NOS,30,"$2,885.29",$96.18,ROTOFLUX ,ROTOFLUX ROTARY JOINTS INDIA PRIVATE LIMITED,D&T,Unit,Rotary Union,A10-1771-05L,New,Unknown,ROTOFLUX,Relevant
03-09-2024,7991681095,84836090,Machinery and Mechanical Appliances,A10-1773-05L - ROTARY UNION M16X1.5 LH PT.18 RADIAL AS PER INVOICE,INDIA,ROTOFLUX ROTARYJOINTS INDIA PRIVATE LIMITED,CHENNAI AIR CARGO (INMAA4),ITALY,ROTOFLUX ,MILAN,NOS,50,"$5,091.69",$101.83,ROTOFLUX ,ROTOFLUX ROTARY JOINTS INDIA PRIVATE LIMITED,D&T,Unit,Rotary Union,A10-1773-05L,New,Unknown,ROTOFLUX,Relevant
03-09-2024,7991650133,84836090,Machinery and Mechanical Appliances,K10-1720-03E - ROTARY UNION K10 IN THE SHAFT MOUNTING SIC/CGAS PER INVOICE,INDIA,ROTOFLUX ROTARY JOINTS INDIA PRIVATE LIMITED,CHENNAI AIR CARGO (INMAA4),ITALY,ROTOFLUX ,MILAN,NOS,2,"$1,470.93",$735.47,ROTOFLUX ,ROTOFLUX ROTARY JOINTS INDIA PRIVATE LIMITED,D&T,Unit,Rotary Union,K10-1720-03E,New,Unknown,ROTOFLUX,Relevant
03-09-2024,7991681096,84836090,Machinery and Mechanical Appliances,M210-1002-01R - ROTARY UNION G 1 DOUBLE PASSAGE 3/8 RADIAL AS PER INVOICE,INDIA,ROTOFLUX ROTARY JOINTS INDIA PRIVATE LIMITED,CHENNAI AIR CARGO (INMAA4),ITALY,ROTOFLUX ,MILAN,NOS,2,$554.42,$277.21,ROTOFLUX ,ROTOFLUX ROTARY JOINTS INDIA PRIVATE LIMITED,D&T,Unit,Rotary Union,M210-1002-01R,New,Unknown,ROTOFLUX,Relevant
03-09-2024,7991681097,84836090,Machinery and Mechanical Appliances,S20-1300-07R-800 - ROTARY UNION M27X1\5 RH-DOUBLE PASSAGE STAT.SIPHON AS PER INVOICE,INDIA,ROTOFLUX ROTARY JOINTS INDIA PRIVATE LIMITED,CHENNAI AIR CARGO (INMAA4),ITALY,ROTOFLUX ,MILAN,NOS,9,"$2,006.12",$222.90,ROTOFLUX ,ROTOFLUX ROTARY JOINTS INDIA PRIVATE LIMITED,D&T,Unit,Rotary Union,S20-1300-07R-800,New,Unknown,ROTOFLUX,Relevant
03-09-2024,7991651533,84836090,Machinery and Mechanical Appliances,S50-1300-01R-810 - ROTARY UNION G 2 RH DOUBLE PASSAGE FOR ROTATING SIPHON AS PER INVOICE,INDIA,ROTOFLUX ROTARY JOINTS INDIA PRIVATE LIMITED,CHENNAI AIR CARGO (INMAA4),ITALY,ROTOFLUX ,MILAN,NOS,11,"$3,298.27",$299.84,ROTOFLUX ,ROTOFLUX ROTARY JOINTS INDIA PRIVATE LIMITED,D&T,Unit,Rotary Union,S50-1300-01R-810,New,Unknown,ROTOFLUX,Relevant
03-09-2024,7991650134,84836090,Machinery and Mechanical Appliances,S50-1300-02L-810 - ROTARY UNION G 2 LH DOUBLE PASSAGE FOR ROTATING SIPHON AS PER INVOICE,INDIA,ROTOFLUX ROTARY JOINTS INDIA PRIVATE LIMITED,CHENNAI AIR CARGO (INMAA4),ITALY,ROTOFLUX ,MILAN,NOS,10,"$2,998.44",$299.84,ROTOFLUX ,ROTOFLUX ROTARY JOINTS INDIA PRIVATE LIMITED,D&T,Unit,Rotary Union,S50-1300-02L-810,New,Unknown,ROTOFLUX,Relevant
03-09-2024,7991691044,84836090,Machinery and Mechanical Appliances,T15-1302-01R - ROTARY UNION G 1/2 RH SINGLE PASSAGE AS PERINVOICE,INDIA,ROTOFLUX ROTARY JOINTS INDIA PRIVATE LIMITED,CHENNAI AIR CARGO (INMAA4),ITALY,ROTOFLUX ,MILAN,NOS,1,$79.20,$79.20,ROTOFLUX ,ROTOFLUX ROTARY JOINTS INDIA PRIVATE LIMITED,D&T,Unit,Rotary Union,T15-1302-01R,New,Unknown,ROTOFLUX,Relevant
08-03-2025,1134470612,84836090,Machinery and Mechanical Appliances,525-1550-01R - ROTARY UNION G 1 RH SINGLE PASSAGE AS PER INVOICE525-1550-01R - ROTARY UNION G 1 RH SINGLE PASSAGE AS PER IN,INDIA,ROTOFLUX ROTARY JOINTS INDIA PRIVATE LIMITED,CHENNAI AIR CARGO (INMAA4),ITALY,ROTOFLUX SRL,MILAN,NOS,7,"$1,617.94",$231.13,ROTOFLUX,ROTOFLUX ROTARY JOINTS INDIA PRIVATE LIMITED,D&T,Unit,Rotary Union,525-1550-01R,New,Unknown,ROTOFLUX,Relevant
08-03-2025,1134508846,84836090,Machinery and Mechanical Appliances,A08-1302-07L - ROTARY UNION M16 X 1\5 LH PT.16 AXIAL AS PERINVOICEA08-1302-07L - ROTARY UNION M16 X 1\5 LH PT.16 AXIAL AS PER,INDIA,ROTOFLUX ROTARY JOINTS INDIA PRIVATE LIMITED,CHENNAI AIR CARGO (INMAA4),ITALY,ROTOFLUX SRL,MILAN,NOS,5,"$1,044.67",$208.94,ROTOFLUX,ROTOFLUX ROTARY JOINTS INDIA PRIVATE LIMITED,D&T,Unit,Rotary Union,A08-1302-07L,New,Unknown,ROTOFLUX,Relevant
08-03-2025,1134506782,84836090,Machinery and Mechanical Appliances,BOB-1612-06E - ROTARY UNION B08 BORE MOUNTED/RADIAL AS PER INVOICEBOB-1612-06E - ROTARY UNION B08 BORE MOUNTED/RADIAL AS PER I,INDIA,ROTOFLUX ROTARYJOINTS INDIA PRIVATE LIMITED,CHENNAI AIR CARGO (INMAA4),ITALY,ROTOFLUX SRL,MILAN,NOS,5,"$1,893.47",$378.70,ROTOFLUX,ROTOFLUX ROTARY JOINTS INDIA PRIVATE LIMITED,D&T,Unit,Rotary Union,BOB-1612-06E,New,Unknown,ROTOFLUX,Relevant
08-03-2025,1134924386,84836090,Machinery and Mechanical Appliances,M410-1000-03F - ROTARY UNION FLANGED 4 PASSAGE 3/8 AXIAL ASPER INVOICEM410-1000-03F - ROTARY UNION FLANGED 4 PASSAGE 3/8 AXIAL AS,INDIA,ROTOFLUX ROTARY JOINTS INDIA PRIVATE LIMITED,CHENNAI AIR CARGO (INMAA4),ITALY,ROTOFLUX SRL,MILAN,NOS,1,$547.15,$547.15,ROTOFLUX,ROTOFLUX ROTARY JOINTS INDIA PRIVATE LIMITED,D&T,Unit,Rotary Union,M410-1000-03F,New,Unknown,ROTOFLUX,Relevant
08-03-2025,1134847636,84836090,Machinery and Mechanical Appliances,S20-1301-01R - ROTARY UNION G 3/4 RH SINGLE PASSAGE AS PERINVOICES20-1301-01R - ROTARY UNION G 3/4 RH SINGLE PASSAGE AS PER,INDIA,ROTOFLUX ROTARY JOINTS INDIA PRIVATE LIMITED,CHENNAI AIR CARGO (INMAA4),ITALY,ROTOFLUX SRL,MILAN,NOS,80,"$10,028.90",$125.36,ROTOFLUX,ROTOFLUX ROTARY JOINTS INDIA PRIVATE LIMITED,D&T,Unit,Rotary Union,S20-1301-01R,New,Unknown,ROTOFLUX,Relevant
08-03-2025,1134472473,84836090,Machinery and Mechanical Appliances,T20-1301-01R - ROTARY UNION G 3/4 RH SINGLE PASSAGE AS PERINVOICET20-1301-01R - ROTARY UNION G 3/4 RH SINGLE PASSAGE AS PER,INDIA,ROTOFLUX ROTARY JOINTS INDIA PRIVATE LIMITED,CHENNAI AIR CARGO (INMAA4),ITALY,ROTOFLUX SRL,MILAN,NOS,2,$250.72,$125.36,ROTOFLUX,ROTOFLUX ROTARY JOINTS INDIA PRIVATE LIMITED,D&T,Unit,Rotary Union,T20-1301-01R,New,Unknown,ROTOFLUX,Relevant
6/8/2025,1126280860,84836090,Machinery and Mechanical Appliances,A08-6551-05L ROTARY UNION M16 X 1\5 LH PT.18 RADIAL AS PER INVOICEA08-6551-05L ROTARY UNION M16 X 1\5 LH PT.18 RADIAL AS PER I,INDIA,ROTOFLUX ROTARY JOINTS INDIA PRIVATE LIMITED,CHENNAI AIR CARGO (INMAA4),ITALY,ROTOFLUX SRL,,NOS,2,$610.63,$305.32,ROTOFLUX,ROTOFLUX ROTARY JOINTS INDIA PRIVATE LIMITED,D&T,Unit,Rotary Union,A08-6551-05L,New,Unknown,ROTOFLUX,Relevant
