DATE,SHIPMENT ID,HS CODE,INDUSTRY,PRODUCT DESCRIPTION,BUYER COUNTRY,BUYER,DESTINATION PORT,SELLER COUNTRY,SELLER,ORIGIN PORT,UNIT,QUANTITY, VALUE(USD) , UNIT PRICE 
27/4/2018,2.7042E+15,28491000,Chemicals,CALCIUM CARBIDE (25-50 MM) - NOT FOR USE IN COSMETIC OR PHAR MACEUTICAL PURPOSE.,INDIA,JAMIPOL LIMITED,KOLKATA SEA (INCCU1),CHINA,N/A,,MTS,225.00," $ 170,379.41 ", $ 757.24 
27/4/2018,2.7042E+15,28491000,Chemicals,CALCIUM CARBIDE 30-80MM(ADC LIST :374)(LIC NO.CC/SC/KA/III/ 002/DT.22052009/VLD 311219)AIFTA 0041630SBY2018 DT-13042018,INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),INDONESIA,N/A,,MTS,360.00," $ 237,219.20 ", $ 658.94 
26/4/2018,2.6042E+15,28491000,Chemicals,CALCIUM CARBIDE (7/15 MM) ,INDIA,JAMIPOL LIMITED,KOLKATA SEA (INCCU1),SOUTH AFRICA,N/A,,MTS,259.20," $ 167,951.21 ", $ 647.96 
26/4/2018,2.6042E+15,28491000,Chemicals,CALCIUM CARBIDE 25-50MM GAS YIELD295L/KG MIN (ADC NO:374) (LIC NO.CC/SC/KA/III/002/DT.22.05.2009/VLD.31.12.19),INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),CHINA,N/A,,MTS,315.00," $ 226,754.83 ", $ 719.86 
13/4/2018,1.3042E+15,28491000,Chemicals,CALCIUM CARBIDE 30-80MM(ADC LIST :374)(LIC NO.CC/SC/KA/III/ 002/DT.22052009/VLD 311219)AIFTA0038741/SBY/2018 DT06042018,INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),INDONESIA,N/A,,MTS,180.00," $ 119,540.27 ", $ 664.11 
28/3/2018,280320188552520,28491000,Chemicals,CALCIUM CARBIDE 30-80MM(ADC LIST :374)(LIC NO.CC/SC/KA/III/002/DT.22052009/VLD 311219)AIFTA 0030720SBY2018 DT 19032018,INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),INDONESIA,N/A,,MTS,360.00," $ 236,564.46 ", $ 657.12 
28/3/2018,280320188552520,28491000,Chemicals,CALCIUM CARBIDE 30-80MM(ADC LIST :374)(LIC NO.CC/SC/KA/III/002/DT.22052009/VLD 311219)AIFTA0033079/SBY/2018 DT23032018,INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),INDONESIA,N/A,,MTS,180.00," $ 118,282.24 ", $ 657.12 
17/3/2018,170320187642880,28491000,Chemicals,CALCIUM CARBIDE 30-80MM(ADC LIST :374)(LIC NO.CC/SC/KA/III/002/DT.22052009/VLD 311219)AIFTA-0027728/SBY/2018DT-12.03.18,INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),INDONESIA,N/A,,MTS,180.00," $ 118,282.34 ", $ 657.12 
13/3/2018,130320187285380,28491000,Chemicals,CALCIUM CARBIDE 30-80MM(ADC LIST :374)(LIC NO.CC/SC/KA/III/002/DT.22052009/VLD 311219)AIFTA-0024312/SBY/2018DT-02.03.18,INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),INDONESIA,N/A,,MTS,306.00," $ 201,079.08 ", $ 657.12 
6/3/2018,060320186742304,28491000,Chemicals,CALCIUM CARBIDE 30-80MM(ADC NO:374)(LIC NO.CC/SC/KA/III/002/DT.22052009/VLD311219)AIFTA 0021455/SBY/2018 DT. 23 02.2018),INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),INDONESIA,N/A,,MTS,144.00," $ 94,625.45 ", $ 657.12 
19/2/2018,190220184211380,28491000,Chemicals,CALCIUM CARBIDE 30-80MM(ADC LIST :374)(LIC NO.CC/SC/KA/III/002/DT.22052009/VLD 311219)AIFTA0016631/SBY/2018 DT-12022018,INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),INDONESIA,N/A,,MTS,210.00," $ 138,712.49 ", $ 660.54 
14/2/2018,140220183727480,28491000,Chemicals,CALCIUM CARBIDE 30-80MM(ADC NO:374)(LIC NO.CC/SC/KA/III/002/DT.22052009/VLD311219)AIFTA0013930/SBY/2018DT 310118,INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),INDONESIA,N/A,,MTS,270.00," $ 178,711.19 ", $ 661.89 
24/1/2018,240120182122030,28491000,Chemicals,CALCIUM CARBIDE 30-80MM(ADC LIST NO:374)(LIC NO.NO.CC/SC/KA/III/002/DT.22052009/VLD311219)AIFTA0008385/SBY/2018DT 220118,INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),INDONESIA,N/A,,MTS,360.00," $ 241,073.82 ", $ 669.65 
10/1/2018,10012018764395,28491000,Chemicals,CALCIUM CARBIDE 30-80MM(ADC NO:374)(LIC NO.NO.CC/SC/KA/III/002/DT.22.05.2009/VLD311219)AIFTA0001312SBY2018DT-03/01/18,INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),INDONESIA,N/A,,MTS,270.00," $ 179,454.39 ", $ 664.65 
3/1/2018,03012018208506,28491000,Chemicals,CALCIUM CARBIDE 30-80MM(ADC LIST NO:374)(LIC NO.NO.CC/SC/KA/III/002/DT.22.05.2009/VLD311219)AIFTA0135407SBY2017DT271217,INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),INDONESIA,N/A,,MTS,270.00," $ 181,537.74 ", $ 672.36 
13/12/2017,1.3122E+15,28491000,Chemicals,CALCIUM CARBIDE 30-80MM GAS YIELD(MIN300L/KG)(ADC:374) LIC.CC/SC/KA/III/002 DT220509/311219(AIFTA0126353SBY2017DT301117,INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),INDONESIA,N/A,,MTS,315.00," $ 210,438.20 ", $ 668.06 
21/11/2017,2.1112E+15,28491000,Chemicals,CALCIUM CARBIDE 30-80MM GAS YIELD(MIN300L/KG)(ADC:374) LIC.CC/SC/KA/III/002 DT220509/311219(AIFTA0118404SBY2017DT101117,INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),INDONESIA,N/A,,MTS,270.00," $ 181,339.12 ", $ 671.63 
13/11/2017,1.3112E+15,28491000,Chemicals,CALCIUM CARBIDE 30-80MM GAS YIELD(MIN300L/KG)(ADC:374) LIC.CC/SC/KA/III/002 DT220509/311219(AIFTA0115789SBY2017DT061117,INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),INDONESIA,N/A,,MTS,210.00," $ 137,909.80 ", $ 656.71 
8/11/2017,0811201727014044,28491000,Chemicals,CALCIUM CARBIDE 30-80MM GAS YIELD(MIN300L/KG)(ADC:374) LIC.CC/SC/KA/III/002 DT220509/311219(AIFTA0111743SBY2017DT261017,INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),INDONESIA,N/A,,MTS,210.00," $ 139,015.18 ", $ 661.98 
1/11/2017,0111201726697205,28491000,Chemicals,CALCIUM CARBIDE - 7/15 MM (NOT FOR COSMETIC OR PHARMACEUTICAL USE OR PURPOSE),INDIA,JAMIPOL LIMITED,KOLKATA SEA (INCCU1),SOUTH AFRICA,N/A,,KGS,216000.00," $ 135,483.62 ", $ 0.63 
31/10/2017,3.1102E+15,28491000,Chemicals,CALCIUM CARBIDE 30-80MM GAS YIELD(MIN300L/KG)(ADC:374) LIC.CC/SC/KA/III/002 DT220509/311219(AIFTA0108707SBY2017DT191017,INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),INDONESIA,N/A,,MTS,270.00," $ 180,632.48 ", $ 669.01 
26/10/2017,2.6102E+15,28491000,Chemicals,CALCIUM CARBIDE - 50/80 MM (NOT FOR COSMETIC OR PHARMACEUTICAL USE OR PURPOSE),INDIA,JAMIPOL LIMITED,KOLKATA SEA (INCCU1),SOUTH AFRICA,N/A,,KGS,216000.00," $ 139,043.47 ", $ 0.64 
17/10/2017,1.7102E+15,28491000,Chemicals,CALCIUM CARBIDE 50/80MM GAS YIELD(L/KG)293(ADC LIST NO:374)(LIC NO.CC/SC/KA/III/002/DT.22.05.2009/VLD.31.12.19),INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),SOUTH AFRICA,N/A,,MTS,216.00," $ 139,296.01 ", $ 644.89 
17/10/2017,1.7102E+15,28491000,Chemicals,CALCIUM CARBIDE 30-80MM GAS YIELD(MIN300L/KG)(ADC:374) LIC.CC/SC/KA/III/002 DT220509/311219(AIFTA0103590SBY2017DT061017,INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),INDONESIA,N/A,,MTS,360.00," $ 240,248.52 ", $ 667.36 
17/10/2017,1.7102E+15,28491000,Chemicals,CALCIUM CARBIDE 50/80MM GAS YIELD(L/KG)293(ADC LIST NO:374)(LIC NO.CC/SC/KA/III/002/DT.22.05.2009/VLD.31.12.19),INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),SOUTH AFRICA,N/A,,MTS,216.00," $ 139,296.01 ", $ 644.89 
13/10/2017,1.3102E+15,28491000,Chemicals,CALCIUM CARBIDE - 7/15 MM (NOT FOR COSMETIC OR PHARMACEUTICAL USE OR PURPOSE),INDIA,JAMIPOL LIMITED,KOLKATA SEA (INCCU1),SOUTH AFRICA,N/A,,KGS,216000.00," $ 135,477.65 ", $ 0.63 
11/10/2017,1.1102E+15,28491000,Chemicals,CALCIUM CARBIDE 30-80MM GAS YIELD(MIN300L/KG)(ADC:374) LIC.CC/SC/KA/III/002 DT220509/311219(AIFTA0100717SBY2017DT290917,INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),INDONESIA,N/A,,MTS,360.00," $ 239,264.40 ", $ 664.62 
10/10/2017,1.0102E+15,28491000,Chemicals,CALCIUM CARBIDE 50/80MM GAS YIELD(L/KG)295(ADC LIST NO:374)(LIC NO.CC/SC/KA/III/002/DT.22.05.2009/VLD.31.12.19),INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),SOUTH AFRICA,N/A,,MTS,216.00," $ 138,633.99 ", $ 641.82 
10/10/2017,1.0102E+15,28491000,Chemicals,CALCIUM CARBIDE 50/80MM GAS YIELD(L/KG)296(ADC LIST NO:374)(LIC NO.CC/SC/KA/III/002/DT.22.05.2009/VLD.31.12.19),INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),SOUTH AFRICA,N/A,,MTS,216.00," $ 138,633.99 ", $ 641.82 
7/10/2017,0710201724443291,28491000,Chemicals,CALCIUM CARBIDE 30-80MM GAS YIELD(MIN300L/KG)(ADC:374) LIC.CC/SC/KA/III/002 DT220509/311219(AIFTA0098044SBY2017DT250917,INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),INDONESIA,N/A,,MTS,180.00," $ 119,275.90 ", $ 662.64 
29/9/2017,2.9092E+15,28491000,Chemicals,CALCIUM CARBIDE 30-80MM GAS YIELD(MIN300L/KG)(ADC:374) LIC.CC/SC/KA/III/002DT220509/311219(AIFTA0095197SBY2017DT15.9.17,INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),INDONESIA,N/A,,MTS,270.00," $ 177,705.74 ", $ 658.17 
19/9/2017,1.9092E+15,28491000,Chemicals,CALCIUM CARBIDE 30-80MM GAS YIELD(MIN300L/KG)(ADC:374) LIC.CC/SC/KA/III/002 DT220509/311219(AIFTA0092411SBY2017DT8.9.17,INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),INDONESIA,N/A,,MTS,180.00," $ 120,561.11 ", $ 669.78 
13/9/2017,1.3092E+15,28491000,Chemicals,CALCIUM CARBIDE 50/80MM GAS YIELD(L/KG)292(ADC LIST NO:374)(LIC NO.CC/SC/KA/III/002/DT.22.05.2009/VLD.31.12.19),INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),SOUTH AFRICA,N/A,,MTS,216.00," $ 140,205.64 ", $ 649.10 
13/9/2017,1.3092E+15,28491000,Chemicals,CALCIUM CARBIDE 7/15MM GAS YIELD(L/KG)283(ADC LIST NO:374)(LIC NO.CC/SC/KA/III/002/DT.22.05.2009/VLD.31.12.19),INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),SOUTH AFRICA,N/A,,MTS,216.00," $ 135,789.71 ", $ 628.66 
12/9/2017,1.2092E+15,28491000,Chemicals,CALCIUM CARBIDE 30-80MM GAS YIELD(MIN300L/KG)(ADC:374) LIC.CC/SC/KA/III/002 DT220509/311219(AIFTA0090311SBY17 DT050917,INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),INDONESIA,N/A,,MTS,315.00," $ 212,018.46 ", $ 673.07 
11/9/2017,1.1092E+15,28491000,Chemicals,CALCIUM CARBIDE - 50/80 MM (NOT FOR COSMETIC OR PHARMACEUTICAL USE OR PURPOSE),INDIA,JAMIPOL LIMITED,KOLKATA SEA (INCCU1),SOUTH AFRICA,N/A,,KGS,216000.00," $ 140,512.63 ", $ 0.65 
25/8/2017,2.5082E+15,28491000,Chemicals,CALCIUM CARBIDE - 7/15 MM (NOT FOR COSMETIC OR PHARMACEUTICAL USE OR PURPOSE),INDIA,JAMIPOL LIMITED,KOLKATA SEA (INCCU1),SOUTH AFRICA,N/A,,KGS,216000.00," $ 136,887.23 ", $ 0.63 
24/8/2017,2.4082E+15,28491000,Chemicals,CALCIUM CARBIDE 50/80MM GAS YIELD(L/KG)294(ADC LIST NO:374)(LIC NO.CC/SC/KA/III/002/DT.22.05.2009/VLD.31.12.19),INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),SOUTH AFRICA,N/A,,MTS,216.00," $ 140,921.75 ", $ 652.42 
16/8/2017,1.6082E+15,28491000,Chemicals,CALCIUM CARBIDE30-80MM GAS YIELD(MIN300L/KG)(ADC:374) LIC.CC/SC/KA/III/002 DT220509/311219(AIFTA0080013SBY2017DT08.08.17,INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),INDONESIA,N/A,,MTS,540.00," $ 361,238.16 ", $ 668.96 
11/8/2017,1.1082E+15,28491000,Chemicals,CALCIUM CARBIDE (SIZE:25-50MM),INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),CHINA,N/A,,MTS,225.00," $ 140,593.30 ", $ 624.86 
2/8/2017,0208201719802418,28491000,Chemicals,CALCIUM CARBIDE (SIZE:25-50MM),INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),CHINA,N/A,,MTS,225.00," $ 142,950.95 ", $ 635.34 
26/7/2017,2.6072E+15,28491000,Chemicals,CALCIUM CARBIDE 30-80MM GAS YIELD(MIN300L/KG)(ADC:374) LIC.CC/SC/KA/III/002 DT220509/311219(AIFTA0071294SBY17 DT180717,INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),INDONESIA,N/A,,MTS,315.00," $ 211,167.75 ", $ 670.37 
26/7/2017,2.6072E+15,28491000,Chemicals,CALCIUM CARBIDE 50/80MM GAS YIELD(L/KG)293(ADC LIST NO:374)(LIC NO.CC/SC/KA/III/002/DT.22.05.2009/VLD.31.12.19),INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),SOUTH AFRICA,N/A,,MTS,216.00," $ 140,351.43 ", $ 649.78 
26/7/2017,2.6072E+15,28491000,Chemicals,CALCIUM CARBIDE 7/15MM GAS YIELD(L/KG)286(ADC LIST NO:374)(LIC NO.CC/SC/KA/III/002/DT.22.05.2009/VLD.31.12.19),INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),SOUTH AFRICA,N/A,,MTS,216.00," $ 135,930.91 ", $ 629.31 
19/7/2017,1.9072E+15,28491000,Chemicals,CALCIUM CARBIDE 50/80MM GAS YIELD(L/KG)292(ADC LIST NO:374)(LIC NO.CC/SC/KA/III/002/DT.22.05.2009/VLD.31.12.19),INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),SOUTH AFRICA,N/A,,MTS,216.00," $ 141,498.87 ", $ 655.09 
11/7/2017,1.1072E+15,28491000,Chemicals,CALCIUM CARBIDE - 50/80 MM (NOT FOR COSMETIC OR PHARMACEUTICAL USE OR PURPOSE),INDIA,JAMIPOL LIMITED,KOLKATA SEA (INCCU1),SOUTH AFRICA,N/A,,KGS,108000.00," $ 70,461.88 ", $ 0.65 
11/7/2017,1.1072E+15,28491000,Chemicals,CALCIUM CARBIDE - 50/80 MM (NOT FOR COSMETIC OR PHARMACEUTICAL USE OR PURPOSE),INDIA,JAMIPOL LIMITED,KOLKATA SEA (INCCU1),SOUTH AFRICA,N/A,,KGS,108000.00," $ 70,461.88 ", $ 0.65 
10/7/2017,1.0072E+15,28491000,Chemicals,CALCIUM CARBIDE - 50/80 MM (NOT FOR COSMETIC OR PHARMACEUTICAL USE OR PURPOSE),INDIA,JAMIPOL LIMITED,KOLKATA SEA (INCCU1),SOUTH AFRICA,N/A,,KGS,216000.00," $ 141,061.24 ", $ 0.65 
10/7/2017,1.0072E+15,28491000,Chemicals,CALCIUM CARBIDE - 50/80 MM (NOT FOR COSMETIC OR PHARMACEUTICAL USE OR PURPOSE),INDIA,JAMIPOL LIMITED,KOLKATA SEA (INCCU1),SOUTH AFRICA,N/A,,KGS,216000.00," $ 141,061.24 ", $ 0.65 
10/7/2017,1.0072E+15,28491000,Chemicals,CALCIUM CARBIDE - 7/15 MM (NOT FOR COSMETIC OR PHARMACEUTICAL USE OR PURPOSE),INDIA,JAMIPOL LIMITED,KOLKATA SEA (INCCU1),SOUTH AFRICA,N/A,,KGS,216000.00," $ 136,618.37 ", $ 0.63 
10/7/2017,1.0072E+15,28491000,Chemicals,CALCIUM CARBIDE 30-80MM GAS YIELD 300L/KG(ADC:374)(LIC.CC/SCKA/III/002/DT.22.05.2009/31.12.19)(AIFTANO.0065835/SBY/2017),INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),INDONESIA,N/A,,MTS,210.00," $ 141,489.95 ", $ 673.76 
28/6/2017,2.8062E+15,28491000,Chemicals,CALCIUM CARBIDE 30-80MM GAS YIELD(MIN300L/KG)(ADC:374) LIC.CC/SC/KA/III/002 DT220509/311219(AIFTA0061848SBY17DT160617,INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),INDONESIA,N/A,,MTS,315.00," $ 210,458.77 ", $ 668.12 
28/6/2017,2.8062E+15,28491000,Chemicals,CALCIUM CARBIDE 50/80MM GAS YIELD (L/KG) 293 (ADC NO: 374)(LIC NO.CC/SC/KA/III/002/DT.22.05.2009/VLD.31.12.19),INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),SOUTH AFRICA,N/A,,MTS,216.00," $ 139,880.10 ", $ 647.59 
21/6/2017,2.1062E+15,28491000,Chemicals,CALCIUM CARBIDE 25-50MM GAS YIELD:295L/KG(ADC LIST NO: 374)(LIC NO.CC/SC/KA/III/002/DT.22.05.2009/VLD.31.12.19),INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),CHINA,N/A,,MTS,225.00," $ 139,476.32 ", $ 619.89 
21/6/2017,2.1062E+15,28491000,Chemicals,CALCIUM CARBIDE 25-50MM GAS YIELD:295L/KG (ADC LIST NO:374)(LIC NO.CC/SC/KA/III/002/DT.22.05.2009/VLD.31.12.19),INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),CHINA,N/A,,MTS,225.00," $ 139,935.18 ", $ 621.93 
17/6/2017,1.7062E+15,28491000,Chemicals,CALCIUM CARBIDE - 50/80 MM (NOT FOR COSMETIC OR PHARMACEUTICAL USE OR PURPOSE),INDIA,JAMIPOL LIMITED,KOLKATA SEA (INCCU1),SOUTH AFRICA,N/A,,MTS,108.00," $ 70,003.17 ", $ 648.18 
17/6/2017,1.7062E+15,28491000,Chemicals,CALCIUM CARBIDE - 50/80 MM (NOT FOR COSMETIC OR PHARMACEUTICAL USE OR PURPOSE),INDIA,JAMIPOL LIMITED,KOLKATA SEA (INCCU1),SOUTH AFRICA,N/A,,MTS,108.00," $ 70,003.17 ", $ 648.18 
12/6/2017,1.2062E+15,28491000,Chemicals,CALCIUM CARBIDE 7/15MM (ADC LIST NO: 374) (LIC NO.NO.CC/SC/KA/III/002/DT.22.05.2009/VLD.31.12.19),INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),SOUTH AFRICA,N/A,,MTS,216.00," $ 135,980.49 ", $ 629.54 
10/6/2017,1.0062E+15,28491000,Chemicals,CALCIUM CARBIDE 30-80MM(ADC:374)(LIC NO.NO.CC/SC/KA/III/002/DT.22.05.2009/31.12.19)(AIFTANO.0055708/SBY/2017 DT.2.6.2017,INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),INDONESIA,N/A,,MTS,210.00," $ 141,032.97 ", $ 671.59 
2/6/2017,0206201716133654,28491000,Chemicals,CALCIUM CARBIDE 25-50MM (ADC LIST NO: 374) (LIC NO.NO.CC/SC/KA/III/002/DT.22.05.2009/VLD.31.12.19),INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),CHINA,N/A,,MTS,225.00," $ 140,994.97 ", $ 626.64 
2/6/2017,0206201716133653,28491000,Chemicals,CALCIUM CARBIDE 25-50MM (ADC LIST NO: 374) (LIC NO.NO.CC/SC/KA/III/002/DT.22.05.2009/VLD.31.12.19),INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),CHINA,N/A,,MTS,225.00," $ 140,532.65 ", $ 624.59 
2/6/2017,0206201716122336,28491000,Chemicals,CALCIUM CARBIDE (SIZE : 25-50MM),INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),CHINA,N/A,,MTS,225.00," $ 141,913.69 ", $ 630.73 
27/5/2017,2.7052E+15,28491000,Chemicals,CALCIUM CARBIDE 25-50MM (ADC LIST NO: 374) (LIC NO.NO.CC/SC/KA/III/002/DT.22.05.2009/VLD.31.12.19),INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),CHINA,N/A,,MTS,225.00," $ 139,823.17 ", $ 621.44 
27/5/2017,2.7052E+15,28491000,Chemicals,CALCIUM CARBIDE 25-50MM (ADC LIST NO: 374) (LIC NO.NO.CC/SC/KA/III/002/DT.22.05.2009/VLD.31.12.19),INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),CHINA,N/A,,MTS,225.00," $ 139,823.17 ", $ 621.44 
26/5/2017,2.6052E+15,28491000,Chemicals,CALCIUM CARBIDE 25-50MM (ADC LIST NO: 374) (LIC NO.NO.CC/SC/KA/III/002/DT.22.05.2009/VLD.31.12.19),INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),CHINA,N/A,,MTS,225.00," $ 140,291.37 ", $ 623.52 
25/5/2017,2.5052E+15,28491000,Chemicals,CALCIUM CARBIDE - 50/80 MM (NOT FOR COSMETIC OR PHARMACEUTICAL USE OR PURPOSE),INDIA,JAMIPOL LIMITED,KOLKATA SEA (INCCU1),SOUTH AFRICA,N/A,,MTS,216.00," $ 140,129.89 ", $ 648.75 
23/5/2017,2.3052E+15,28491000,Chemicals,CALCIUM CARBIDE 50/80MM (ADC LIST NO: 374) (LIC NO.NO.CC/SC/KA/III/002/DT.22.05.2009/VLD.31.12.19),INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),SOUTH AFRICA,N/A,,MTS,216.00," $ 139,395.72 ", $ 645.35 
18/5/2017,1.8052E+15,28491000,Chemicals,CALCIUM CARBIDE - 50/80 MM (NOT FOR COSMETIC OR PHARMACEUTICAL USE OR PURPOSE),INDIA,JAMIPOL LIMITED,KOLKATA SEA (INCCU1),SOUTH AFRICA,N/A,,MTS,216.00," $ 138,998.98 ", $ 643.51 
18/5/2017,1.8052E+15,28491000,Chemicals,CALCIUM CARBIDE - 7/15 MM (NOT FOR COSMETIC OR PHARMACEUTICAL USE OR PURPOSE),INDIA,JAMIPOL LIMITED,KOLKATA SEA (INCCU1),SOUTH AFRICA,N/A,,MTS,216.00," $ 134,621.06 ", $ 623.25 
5/5/2017,0505201714140274,28491000,Chemicals,CALCIUM CARBIDE 25-50MM (ADC LIST NO: 374) (LIC NO.NO.CC/SC/KA/III/002/DT.22.05.2009/VLD.31.12.19),INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),CHINA,N/A,,MTS,225.00," $ 139,881.03 ", $ 621.69 
3/5/2017,0305201713995649,28491000,Chemicals,CALCIUM CARBIDE 25-50MM (ADC LIST NO: 374) (LIC NO.NO.CC/SC/KA/III/002/DT.22.05.2009/VLD.31.12.19),INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),CHINA,N/A,,MTS,225.00," $ 146,066.67 ", $ 649.19 
28/4/2017,2.8042E+15,28491000,Chemicals,CALCIUM CARBIDE - 50/80 MM (NOT FOR COSMETIC OR PHARMACEUTICAL USE OR PURPOSE),INDIA,JAMIPOL LIMITED,KOLKATA SEA (INCCU1),SOUTH AFRICA,N/A,,MTS,108.00," $ 70,671.68 ", $ 654.37 
28/4/2017,2.8042E+15,28491000,Chemicals,CALCIUM CARBIDE - 50/80 MM (NOT FOR COSMETIC OR PHARMACEUTICAL USE OR PURPOSE),INDIA,JAMIPOL LIMITED,KOLKATA SEA (INCCU1),SOUTH AFRICA,N/A,,MTS,216.00," $ 141,343.37 ", $ 654.37 
28/4/2017,2.8042E+15,28491000,Chemicals,CALCIUM CARBIDE (SIZE: 25-50MM) (GAS YIELD: 295L/KG),INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),CHINA,N/A,,MTS,225.00," $ 143,915.61 ", $ 639.62 
22/4/2017,2.2042E+15,28491000,Chemicals,CALCIUM CARBIDE - 7/15 MM (NOT FOR COSMETIC OR PHARMACEUTICAL USE OR PURPOSE),INDIA,JAMIPOL LIMITED,KOLKATA SEA (INCCU1),SOUTH AFRICA,N/A,,MTS,216.00," $ 136,035.12 ", $ 629.79 
15/4/2017,1.5042E+15,28491000,Chemicals,CALCIUM CARBIDE 25-50MM (ADC LIST NO: 374) (LIC NO.NO.CC/SC/KA/III/002/DT.22.05.2009/VLD.31.12.19),INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),CHINA,N/A,,MTS,90.00," $ 58,557.61 ", $ 650.64 
13/4/2017,1.3042E+15,28491000,Chemicals,CALCIUM CARBIDE - 50/80 MM (NOT FOR COSMETIC OR PHARMACEUTICAL USE OR PURPOSE),INDIA,JAMIPOL LIMITED,KOLKATA SEA (INCCU1),SOUTH AFRICA,N/A,,MTS,216.00," $ 141,548.76 ", $ 655.32 
11/4/2017,1.1042E+15,28491000,Chemicals,CALCIUM CARBIDE 25-50MM (ADC LIST NO: 374) (LIC NO.NO.CC/SC/KA/III/002/DT.22.05.2009/VLD.31.12.19),INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),CHINA,N/A,,MTS,225.00," $ 145,926.26 ", $ 648.56 
10/4/2017,1.0042E+15,28491000,Chemicals,CALCIUM CARBIDE 25-50MM (ADC LIST NO: 374) (LIC NO.NO.CC/SC/KA/III/002/DT.22.05.2009/VLD.31.12.19),INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),CHINA,N/A,,MTS,225.00," $ 146,119.13 ", $ 649.42 
7/4/2017,0704201712264481,28491000,Chemicals,CALCIUM CARBIDE 25-50MM (ADC LIST NO: 374) (LIC NO.NO.CC/SC/KA/III/002/DT.22.05.2009/VLD.31.12.19),INDIA,JAMIPOL LIMITED,CHENNAI SEA (INMAA1),CHINA,N/A,,MTS,225.00," $ 146,348.27 ", $ 650.44 
