shipment_id,issue_type,column,details
1209200000000000.0,Duplicate,shipment_id,Appears multiple times
1308200000000000.0,Duplicate,shipment_id,Appears multiple times
1307200000000000.0,Duplicate,shipment_id,Appears multiple times
1806200000000000.0,Duplicate,shipment_id,Appears multiple times
1805200000000000.0,Duplicate,shipment_id,Appears multiple times
300120000000000.0,Duplicate,shipment_id,Appears multiple times
3011200000000000.0,Duplicate,shipment_id,Appears multiple times
270320000000000.0,Duplicate,shipment_id,Appears multiple times
260220000000000.0,Duplicate,shipment_id,Appears multiple times
1309200000000000.0,Duplicate,shipment_id,Appears multiple times
3108200000000000.0,Duplicate,shipment_id,Appears multiple times
2707200000000000.0,Duplicate,shipment_id,Appears multiple times
2811200000000000.0,Duplicate,shipment_id,Appears multiple times
2611200000000000.0,Duplicate,shipment_id,Appears multiple times
2710200000000000.0,Duplicate,shipment_id,Appears multiple times
2209200000000000.0,Duplicate,shipment_id,Appears multiple times
2408200000000000.0,Duplicate,shipment_id,Appears multiple times
1408200000000000.0,Duplicate,shipment_id,Appears multiple times
2507200000000000.0,Duplicate,shipment_id,Appears multiple times
3004200000000000.0,Duplicate,shipment_id,Appears multiple times
2104200000000000.0,Duplicate,shipment_id,Appears multiple times
1504200000000000.0,Duplicate,shipment_id,Appears multiple times
150320000000000.0,Duplicate,shipment_id,Appears multiple times
190220000000000.0,Duplicate,shipment_id,Appears multiple times
23012000000000.0,Duplicate,shipment_id,Appears multiple times
2511200000000000.0,Duplicate,shipment_id,Appears multiple times
2211200000000000.0,Duplicate,shipment_id,Appears multiple times
1511200000000000.0,Duplicate,shipment_id,Appears multiple times
1111200000000000.0,Duplicate,shipment_id,Appears multiple times
191020000000000.0,Duplicate,shipment_id,Appears multiple times
3007200000000000.0,Duplicate,shipment_id,Appears multiple times
1206200000000000.0,Duplicate,shipment_id,Appears multiple times
1006200000000000.0,Duplicate,shipment_id,Appears multiple times
2205200000000000.0,Duplicate,shipment_id,Appears multiple times
1005200000000000.0,Duplicate,shipment_id,Appears multiple times
110420000000000.0,Duplicate,shipment_id,Appears multiple times
140320000000000.0,Duplicate,shipment_id,Appears multiple times
270220000000000.0,Duplicate,shipment_id,Appears multiple times
210220000000000.0,Duplicate,shipment_id,Appears multiple times
150220000000000.0,Duplicate,shipment_id,Appears multiple times
25012000000000.0,Duplicate,shipment_id,Appears multiple times
17012000000000.0,Duplicate,shipment_id,Appears multiple times
101020000000000.0,Duplicate,shipment_id,Appears multiple times
2109200000000000.0,Duplicate,shipment_id,Appears multiple times
2308200000000000.0,Duplicate,shipment_id,Appears multiple times
