date,shipment_id,hs_code,industry,product_description,buyer_country,destination_port,buyer,seller_country,seller,origin_port,unit,quantity,valueusd,unit_price,_derived_value_calc,_value_mismatch,Seller Group,Buyer Group,Normalized_Model_Internal,Match_Score,Spare / Unit / Others,Unit_Normalized,Manufacturer,Model,type,Extracted_Condition,Product,Category,Type,Seller_Type,Buyer_Type,product,Relevancy,relevancy_confidence,calc_value,value_diff_pct,shipment_type
2022-04-19,1016191115,72051011.0,Iron and Steel,STEEL SHOTS AND GRITS,INDIA,CHENNAI SEA (INMAA1),ASIAN STEEL INDUSTRIES,CHINA,CHINA LUBAO CO LTD,,MTS,135.0,118050.0,874.44,118049.40000000001,False,,ASIAN STEEL INDUSTRIES,,24.56,Others,mts,CHINA LUBAO CO LTD,,Old,Old,Steel Shot,Shots,High Carbon,Trader,End Customer,Steel Shot,Irrelevant,0.4761,118049.40000000001,5.08259212190825e-06,Unknown
2023-09-02,9326502950,68042290.0,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",POLISHING GLAZED ABRASIVES TYPE T1 L140 GRITS 180# 240# 320# 400# 600# 800# 1000# 1200# 2000# 3000#,INDIA,MUNDRA (INMUN1),SIMPSON INDUSTRIES LLP,CHINA,KCL INDUSTRY CO. LIMITED.,JIUJIANG,MTS,19.0,117674.0,6.23,118.37,True,,SIMPSON INDUSTRIES LLP,L140,69.27,Others,mts,KCL INDUSTRY CO LIMITED,L140,Old,Old,Steel Shot,Shots,High Carbon,Trader,End Customer,Steel Shot,Irrelevant,0.3778,118.37,0.9989940853544539,Unknown
2021-12-17,1053882533,72051021.0,Iron and Steel,GRANULAR STEEL ABRASIVES- STEEL SHOT GRIT ( G-40 (GP) G-40(GL) G-25 (GP) S-330 S-280),INDIA,NHAVA SHEVA SEA (INNSA1),TOPWORTH PIPES & TUBES PRIVATE LIMITED,THAILAND,SIAMBRATOR COMPANY LIMITED,,MTS,96.0,117600.0,1225.0,117600.0,False,,TOPWORTH PIPES TUBES PRIVATE LIMITED,,25.45,Others,mts,SIAMBRATOR COMPANY LIMITED,,Old,Old,Steel Shot,Shots,High Carbon,Trader,End Customer,Steel Shot,Irrelevant,0.4421,117600.0,0.0,Unknown
2022-01-11,6749156621,72051011.0,Iron and Steel,STEEL SHOTS AND GRITS,INDIA,NHAVA SHEVA SEA (INNSA1),ASIAN STEEL INDUSTRIES,CHINA,CHINA LUBAO CO LTD,QINGDAO,MTS,179.0,117346.0,655.56,117345.23999999999,False,,ASIAN STEEL INDUSTRIES,,24.56,Others,mts,CHINA LUBAO CO LTD,,Old,Old,Steel Shot,Shots,High Carbon,Trader,End Customer,Steel Shot,Irrelevant,0.4737,117345.23999999999,6.4765735517982145e-06,Unknown
2024-08-08,1043575186,72051021.0,Iron and Steel,STEEL SHOT (S460 S550)(SIM NO.MOSSIMS060824011936)(QTY:162 BAGS) (LOT NO HT20240620),INDIA,NHAVA SHEVA SEA (INNSA1),TINNA RUBBER AND INFRASTRUCTURE LIMITED,HONG KONG,SHANGJIA TECHNOLOGY HONGKONG COMPANY LIMITED,QINGDAO,MTS,162.0,117055.0,722.56,117054.71999999999,False,,TINNA RUBBER AND INFRASTRUCTURE LIMITED,S460,67.94,Others,mts,SHANGJIA TECHNOLOGY HONGKONG COMPANY LIMITED,S460,Old,Old,Steel Shot,Shots,High Carbon,Trader,End Customer,Steel Shot,Irrelevant,0.4088,117054.71999999999,2.3920379310015613e-06,Unknown
2022-01-13,1071048503,72051021.0,Iron and Steel,FERROSAD F55F STEEL SHOT S110M (FOR USE IN MANUFACTURING OFSTAINLESS STEEL COILS),INDIA,GARHI HARSARU - GURGAON ICD (INGHR6),JINDAL STAINLESS LIMITED,NETHERLANDS,METALLTECHNIK SCHMIDT GMBH,,MTS,98.0,117021.0,1.19,116.61999999999999,True,,JINDAL STAINLESS LIMITED,S110M,66.42,Spare,mts,METALLTECHNIK SCHMIDT GMBH,S110M,Old,Old,Steel Shot,Shots,Stainless Steel,Trader,End Customer,Steel Shot,Irrelevant,0.4672,116.61999999999999,0.9990034267353723,Unknown
2023-09-21,3463208378,68042290.0,"Articles of Stone, Plaster, Cement, Asbestos, mica or similar",POLISHING GLAZED ABRASIVES TYPE T1 L140 GRITS 150# 180# 240# 320# 400# 600# 800# 1000# 1200# 1500# 2000# 3000#,INDIA,MUNDRA (INMUN1),SAFECON INTERNATIONAL,CHINA,FOSHAN KCL INDUSTRY CO LTD,GAOMING,MTS,19.0,115425.0,6.0,114.0,True,,SAFECON INTERNATIONAL,L140,67.45,Others,mts,FOSHAN KCL INDUSTRY CO LTD,L140,Old,Old,Steel Shot,Shots,High Carbon,Trader,End Customer,Steel Shot,Irrelevant,0.3673,114.0,0.9990123456790123,Unknown
2020-01-15,1.5012E+13,72085110.0,Iron and Steel,HOT ROLLED STEEL PLATES (NON ALLOY) SHOT BLASTED & PRIMED GRADE: IS 2062 E350C S355J2+N SIZE:260-275MM X 2300-250,INDIA,BOMBAY SEA (INBOM1),DMSONS METAL PRIVATE LIMITED,SWITZERLAND,DUFERCO ASIA PTE LTD,SHANGHAI,MTS,149.0,113644.0,760.31,113286.18999999999,True,,DMSONS METAL PRIVATE LIMITED,E350C,71.67,Others,mts,DUFERCO ASIA PTE LTD,E350C,Old,Old,Steel Shot,Shots,High Carbon,Trader,End Customer,Steel Shot,Relevant,0.5673,113286.18999999999,0.003148516419696704,Unknown
2023-03-04,8313065553,28112200.0,Inorganic Chemicals,PHX CRYSTAL CRISTOBALITE GRITS 0.1-0.4MM (USED IN MOULDING LINE FOR MANUFACTURING QUARTZ SURFACE SLABS),INDIA,APIICL SEZ VISAKHAPATNAM (INAKP6),POKARNA ENGINEERED STONE LIMITED,VIETNAM,PHENIKAA HUE MINERAL PROCESSING & INVESTMENT ONE MEMBER COMPANY LIMITED,,MTS,442.0,112601.0,0.25,110.5,True,,POKARNA ENGINEERED STONE LIMITED,,28.12,Spare,mts,PHENIKAA HUE MINERAL PROCESSING INVESTMENT ONE MEMBER COMPANY LIMITED,,Old,Old,Steel Shot,Shots,High Carbon,Trader,End Customer,Steel Shot,Irrelevant,0.3171,110.5,0.9990186588040959,Unknown
2021-10-19,1044363674,72051011.0,Iron and Steel,STEEL SHOTS AND GRITS,INDIA,CHENNAI SEA (INMAA1),ASIAN STEEL INDUSTRIES,CHINA,CHINA LUBAO CO LTD,,MTS,135.0,112390.0,832.52,112390.2,False,,ASIAN STEEL INDUSTRIES,,24.56,Others,mts,CHINA LUBAO CO LTD,,Old,Old,Steel Shot,Shots,High Carbon,Trader,End Customer,Steel Shot,Irrelevant,0.4762,112390.2,1.7795177506636678e-06,Unknown
